Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
5185 PONCE DE LEON BLVD,7 FLOOR,07000377,1,ZOD,INCIDENT REPORT,07U,2007-01-15,2007-01-15,1654,2007-01-15,1653,,,,894667.940,504124.660
5050 BRUNSON DR,,07000388,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-16,2007-01-16,0900,2007-01-16,0900,20,894420.18700000003,505665.27899999998,891793.380,501571.630
1551 BRESCIA AV,,07000385,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-16,2007-01-16,0905,2007-01-16,0905,99,891580.03899999999,501686.75099999999,892151.250,502788.340
1551 BRESCIA AVE,,07000391,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-16,2007-01-16,0925,2007-01-16,0925,,,,894285.000,506040.970
1111 STANFORD DR,,07000393,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-16,2007-01-16,0955,2007-01-16,0955,,,,0.000,0.000
5821 SAN AMARO DR,,07000394,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-16,2007-01-16,1024,2007-01-16,1024,,,,893881.060,503611.660
5513  GEO MERRICK DR,,07000395,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-16,2007-01-16,1121,2007-01-16,1121,,,,894581.190,505710.250
1306 STANFORD DR,,07000380,1,ZOA,TRESPASS WARNING,07U,2007-01-16,2007-01-16,0353,2007-01-16,0353,31,893821.40300000005,504487.02600000001,894581.190,505710.250
1306 STANFORD DR,,07000399,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-01-16,2007-01-12,1600,2007-01-12,1600,31,893821.40300000005,504487.02600000001,893371.630,502064.840
1211 THEO DICKINSON DR,,07000403,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2007-01-16,2007-01-16,1518,2007-01-16,1518,,,,895250.060,503571.220
1239 THEO DICKINSON DR,,07000405,1,TVA,THEFT OF AUTOMOBILE,07U,2007-01-16,2007-01-16,0200,2007-01-16,0.083,,,,0.000,0.000
5200 BRUNSON DR,,07000409,1,THC,THEFT FROM MOTOR VEHICLE,07U,2007-01-16,2007-01-16,1813,2007-01-16,1813,24,894706.67700000003,505424.42,894285.000,506040.970
5200 BRUNSON DR,,07000409,2,VAB,VANDALISM TO VEHICLE,07U,2007-01-16,2007-01-16,1813,2007-01-16,1813,24,894706.67700000003,505424.42,894285.000,506040.970
5400 PONCE DE LEON BLVD,2,07000413,1,ASA,ASSIST LAW AGENCY,07U,2007-01-16,2007-01-16,2045,2007-01-16,2045,,,,895374.630,503876.970
5050 BRUNSON DR,,07000425,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-17,2007-01-17,1120,2007-01-17,1120,20,894420.18700000003,505665.27899999998,893202.500,503207.000
5050 BRUNSON DR,,07000426,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-17,2007-01-17,1115,2007-01-17,1115,20,894420.18700000003,505665.27899999998,894277.560,506034.280
5183 PONCE DE LEON BLVD,,07000419,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-17,2007-01-17,1015,2007-01-17,1015,49,895569.78700000001,504323.94,894383.750,505930.720
5850 SAN AMARO DR,205,07000438,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2007-01-17,2007-01-17,1610,2007-01-17,1610,111,892024.495,502487.71799999999,895354.500,503899.190
5050 BRUNSON DR,,07000456,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-18,2007-01-18,0950,2007-01-18,0950,20,894420.18700000003,505665.27899999998,891793.880,501561.660
5100 BRUNSON DR,,07000454,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-18,2007-01-18,0850,2007-01-18,0850,,,,894285.000,506040.970
5185 PONCE DE LEON BLVD,4451,07000455,2,BUA,BURGLARY RESIDENTIAL,07U,2007-01-18,2007-01-18,0500,2007-01-18,0500,,,,895346.880,503851.810
5185 PONCE DE LEON BLVD,4451,07000455,1,SXA,SEXUAL FEMALE RAPE,07U,2007-01-18,2007-01-18,0500,2007-01-18,0500,,,,892136.940,502635.470
5185 PONCE DE LEON BLVD,4451,07000455,2,THK,THEFT OTHER,07U,2007-01-18,2007-01-18,0500,2007-01-18,0500,,,,892669.500,504245.340
1303 STANFORD DR,,07000486,1,ZOD,INCIDENT REPORT,07U,2007-01-18,2007-01-18,2331,2007-01-18,2331,43,894817.86600000004,504665.10800000001,893202.500,503207.000
1111 MEMORIAL DR,,07000497,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-19,2007-01-19,0920,2007-01-19,0920,18,894105.66599999997,505505.27299999999,892692.560,501420.220
5050 BRUNSON DR,,07000508,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-19,2007-01-19,0145,2007-01-19,0.072,20,894420.18700000003,505665.27899999998,894669.130,504101.500
5183 PONCE DE LEON BLVD,,07000495,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-19,2007-01-19,0925,2007-01-19,0925,49,895569.78700000001,504323.94,894667.930,504124.650
1551 BRESCIA AV,,07000494,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-19,2007-01-19,0909,2007-01-19,0909,99,891580.03899999999,501686.75099999999,894326.810,503344.000
5616 GEORGE E MERRICK ST,315,07000532,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2007-01-20,2007-01-20,0114,2007-01-20,0.051,,,,894667.940,504124.660
5616 GEORGE E MERRICK ST,315,07000532,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2007-01-20,2007-01-20,0114,2007-01-20,0.051,,,,892151.250,502788.340
1203 WILLIAM E WALSH AV,F,07000533,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2007-01-20,2007-01-20,0516,2007-01-20,0516,58,894141.21200000006,503428.23700000002,893930.810,506169.750
1203 WILLIAM E WALSH AV,F,07000533,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2007-01-20,2007-01-20,0516,2007-01-20,0516,58,894141.21200000006,503428.23700000002,894654.130,504098.030
5501 SAN AMARO DR,,07000538,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-01-20,2007-01-19,1600,2007-01-20,1600,,,,893582.810,505289.780
1239 THEO DICKINSON DR,,07000561,1,FDD,FD INJURED PERSON,07U,2007-01-20,2007-01-20,2026,2007-01-20,2026,,,,894189.810,503659.940
5821 SAN AMARO DR,,07000586,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-22,2007-01-22,0906,2007-01-22,0906,,,,894189.810,503659.940
1300 CAMPO SANO AV,,07000601,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-22,2007-01-22,1325,2007-01-22,1325,,,,894383.750,505930.710
1111 MEMORIAL DR,,07000623,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-23,2007-01-23,1205,2007-01-23,1204,18,894105.66599999997,505505.27299999999,895326.750,503874.030
1306 STANFORD DR,,07000619,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-23,2007-01-23,0935,2007-01-23,0935,31,893821.40300000005,504487.02600000001,894676.060,504097.910
1301 STANFORD DR,,07000629,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-23,2007-01-23,1430,2007-01-23,1430,50,894666.745,504343.22399999999,893254.750,504971.780
1300 MEMORIAL DR,,07000621,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-01-23,2007-01-23,0945,2007-01-23,0945,16,893634.74199999997,505003.36800000002,894689.880,504124.530
5185 PONCE DE LEON BLVD,,07000645,1,ZOA,TRESPASS WARNING,07U,2007-01-23,2007-01-23,2302,2007-01-23,2302,,,,893255.060,504941.780
1300 MEMORIAL DR,,07000662,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,1034,2007-01-24,1034,16,893634.74199999997,505003.36800000002,893254.880,504971.780
1300 MEMORIAL DR,,07000663,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,1044,2007-01-24,1044,16,893634.74199999997,505003.36800000002,893580.690,504643.410
1301 STANFORD DR,,07000658,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,1000,2007-01-24,1000,50,894666.745,504343.22399999999,894330.060,503400.750
1301 STANFORD DR,,07000659,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,1010,2007-01-24,1010,50,894666.745,504343.22399999999,894330.060,503400.750
5185 PONCE DE LEON BLVD,,07000656,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,0855,2007-01-24,0855,,,,894330.060,503400.750
5200 UNIVERSITY DRIVE,,07000661,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,1015,2007-01-24,1015,,,,894419.940,504039.440
1211 MILLER DR,,07000670,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-24,2007-01-24,1256,2007-01-24,1256,,,,893603.060,505267.690
5225 PONCE DE LEON BLVD,,07000649,1,ZOA,TRESPASS WARNING,07U,2007-01-24,2007-01-24,0115,2007-01-24,0.052,53,894801.88399999996,503471.82400000002,894376.310,505924.030
1200 WILLIAM E WALSH AV,BLK,07000651,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2007-01-24,2007-01-24,0340,2007-01-24,0339,,,,894412.440,504032.880
1200 WILLIAM E WALSH AV,BLK,07000651,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2007-01-24,2007-01-24,0340,2007-01-24,0339,,,,893288.190,503307.880
1200 WILLIAM E WALSH AV,BLK,07000651,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2007-01-24,2007-01-24,0340,2007-01-24,0339,,,,893288.190,503307.880
1111 MEMORIAL DR,,07000690,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-25,2007-01-25,1049,2007-01-25,1049,18,894105.66599999997,505505.27299999999,894931.810,505209.500
5615 PAVIA ST,,07000688,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-25,2007-01-25,1050,2007-01-25,1050,54,894485.30200000003,503768.17499999999,893202.500,503207.000
5100 BRUNSON DR,,07000689,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-25,2007-01-25,1033,2007-01-25,1033,,,,892157.060,502383.430
5615 PAVIA ST,,07000708,1,SCE,SIMPLE HARASSMENT,07U,2007-01-25,2007-01-25,0945,2007-01-25,0945,54,894485.30200000003,503768.17499999999,893866.250,503637.750
1231 THEO DICKINSON DR,PT 203,07000713,1,ZOI,SUICIDE ATTEMPT / THREATS,07U,2007-01-26,2007-01-26,0015,2007-01-26,0.010,,,,893255.060,504941.780
1231 THEO DICKINSON DR,PT 203,07000713,2,ZOJ,BAKER / MARCHMAN ACT,07U,2007-01-26,2007-01-26,0015,2007-01-26,0.010,,,,894277.560,506034.280
5250 UNIVERSITY DR,,07000711,1,SCA,SIMPLE BATTERY,07U,2007-01-26,2007-01-25,1645,2007-01-25,1645,,,,895202.880,503586.780
1239 THEO DICKINSON DR,RT 1005,07000790,1,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,2007-01-28,2007-01-26,1530,2007-01-26,1530,,,,893866.250,503637.750
1221 WILLIAM E WALSH AV,43D,07000794,1,SCB,SIMPLE ASSAULT / THREATS,07U,2007-01-28,2007-01-28,1932,2007-01-28,1932,60,893899.23800000001,503195.21100000001,893866.250,503637.750
1111 MEMORIAL DR,,07000807,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,0842,2007-01-29,0842,18,894105.66599999997,505505.27299999999,893582.810,505289.780
5050 BRUNSON DR,,07000816,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,1235,2007-01-29,1235,20,894420.18700000003,505665.27899999998,893582.810,505289.780
5050 BRUNSON DR,,07000822,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,1515,2007-01-29,1515,20,894420.18700000003,505665.27899999998,894277.560,506034.280
5821 SAN AMARO DR,,07000809,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,0910,2007-01-29,0910,,,,892161.250,502788.720
1311 MILLER DR,,07000811,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,1030,2007-01-29,1030,,,,893866.250,503637.750
1211 THEO DICKINSON DR,,07000821,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,1510,2007-01-29,1510,,,,894285.000,506040.970
1211 THEO DICKINSON DR,,07000823,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-29,2007-01-29,1655,2007-01-29,1655,,,,892161.250,502788.720
1500 ALBENGA AV,,07000820,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2007-01-29,2007-01-29,1510,2007-01-29,1510,,,,893423.310,504641.500
1311 MILLER DR,F408A,07000824,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2007-01-29,2007-01-05,1900,2007-01-16,1900,,,,893424.250,504611.500
1311 MILLER DR,F408A,07000824,2,THK,THEFT OTHER,07U,2007-01-29,2007-01-05,1900,2007-01-16,1900,,,,893424.250,504611.500
1300 MEMORIAL DR,,07000874,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,1728,2007-01-30,1728,16,893634.74199999997,505003.36800000002,891951.060,502352.380
1111 MEMORIAL DR,,07000840,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,0902,2007-01-30,0902,18,894105.66599999997,505505.27299999999,891949.940,502372.380
1111 MEMORIAL DR,,07000863,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,1500,2007-01-30,1500,18,894105.66599999997,505505.27299999999,893052.380,504973.750
5050 BRUNSON DR,,07000859,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,1314,2007-01-30,1313,20,894420.18700000003,505665.27899999998,893582.810,505289.780
1211 THEO DICKINSON DR,,07000841,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,0925,2007-01-30,0925,,,,893582.810,505289.780
5821 SAN AMARO DR,,07000843,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,0935,2007-01-30,0935,,,,895217.120,503601.280
1211 THEO DICKINSON DR,,07000846,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,1020,2007-01-30,1020,,,,894135.560,503185.160
1101 STANFORD DR,,07000849,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-30,2007-01-30,1125,2007-01-30,1125,,,,894326.810,503344.000
1525 ALBENGA AV,,07000835,1,SCE,SIMPLE HARASSMENT,07U,2007-01-30,2007-01-30,0035,2007-01-30,0.024,109,891786.45900000003,502485.90500000003,893254.880,504971.780
1300 MILLER DR,,07000837,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2007-01-30,2007-01-30,0428,2007-01-30,0428,,,,894667.930,504124.650
1300 MILLER DR,,07000837,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,07U,2007-01-30,2007-01-30,0428,2007-01-30,0428,,,,895354.500,503899.190
1525 ALBENGA AV,,07000853,1,DIA,DISTURBANCE DOMESTIC,07U,2007-01-30,2007-01-30,1110,2007-01-30,1110,109,891786.45900000003,502485.90500000003,893147.190,503186.560
11OO STANFORD DR,BLK,07000875,1,SCA,SIMPLE BATTERY,07U,2007-01-30,2007-01-30,1815,2007-01-30,1815,,,,893147.190,503186.560
1111 MEMORIAL DR,,07000885,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-31,2007-01-31,0916,2007-01-31,0916,18,894105.66599999997,505505.27299999999,893288.190,503307.880
5183 PONCE DE LEON BLVD,,07000886,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-31,2007-01-31,1002,2007-01-31,1002,49,895569.78700000001,504323.94,893876.120,503620.340
1241 THEO DICKINSON DR,,07000897,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-31,2007-01-31,1408,2007-01-31,1408,81,892858.31700000004,503002.52299999999,892161.250,502788.720
1241 THEO DICKINSON DR,,07000898,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-31,2007-01-31,1420,2007-01-31,1419,81,892858.31700000004,503002.52299999999,893202.500,503207.000
1365 MEMORIAL DR,,07000896,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-01-31,2007-01-31,1230,2007-01-31,1230,,,,892669.500,504245.340
1100 STANFORD DR,BLK,07000881,1,ZOJ,BAKER / MARCHMAN ACT,07U,2007-01-31,2007-01-31,0230,2007-01-31,0230,,,,892669.500,504245.340
5821 HURRICANE DR,249,07000889,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2007-01-31,2007-01-27,1800,2007-01-28,1800,,,,893790.690,505467.220
5821 HURRICANE DR,249,07000889,2,THK,THEFT OTHER,07U,2007-01-31,2007-01-27,1800,2007-01-28,1800,,,,894938.060,503889.910
5050 BRUNSON DR,,07000893,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,2007-01-31,2007-01-30,0920,2007-01-30,0920,20,894420.18700000003,505665.27899999998,893705.940,502575.750
5050 BRUNSON DR,,07000926,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-01,2007-02-01,1043,2007-02-01,1043,20,894420.18700000003,505665.27899999998,893705.940,502575.750
5050 BRUNSON DR,,07000941,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-01,2007-02-01,1505,2007-02-01,1504,20,894420.18700000003,505665.27899999998,893331.560,503299.250
1507 LEVANTE AVE,,07000924,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-01,2007-02-01,1030,2007-02-01,1030,,,,894285.000,506040.970
5821 HURRICANE DR,,07000925,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-01,2007-02-01,1040,2007-02-01,1040,,,,0.000,0.000
5100 BRUNSON DR,,07000932,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-01,2007-02-01,1352,2007-02-01,1352,,,,893441.190,504632.090
1300 MEMORIAL DR,,07000923,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-02-01,2007-01-31,1330,2007-01-31,1330,16,893634.74199999997,505003.36800000002,893172.310,503170.250
1245 DAUER DR,,07000951,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2007-02-01,2007-02-01,1840,2007-02-01,1840,65,893424.071,502854.73300000001,895202.880,503586.780
1245 DAUER DR,,07000951,2,THK,THEFT OTHER,07U,2007-02-01,2007-02-01,1840,2007-02-01,1840,65,893424.071,502854.73300000001,895202.880,503586.780
5821 SAN AMARO DR,,07000956,1,ZOA,TRESPASS WARNING,07U,2007-02-02,2007-02-02,0106,2007-02-02,0.045,,,,892659.810,504265.590
1211 THEO DICKINSON DR,,07000957,1,FDD,FD INJURED PERSON,07U,2007-02-02,2007-02-02,0230,2007-02-02,0230,,,,893254.750,504971.780
1239 THEO DICKINSON DR,WT 908,07000995,1,ZOD,INCIDENT REPORT,07U,2007-02-03,2007-02-03,0352,2007-02-03,0352,,,,893303.880,503282.280
1231 THEO DICKINSON DR,,07000996,1,PRC,PROPERTY DAMAGED,07U,2007-02-03,2007-02-03,0426,2007-02-03,0426,,,,893889.500,502963.470
5501 SAN AMARO DR,,07001002,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-02-03,2007-02-03,1345,2007-02-03,1345,,,,894383.750,505930.720
1000 MEMORIAL DR,,07001007,1,DIB,DISTURBANCE OTHER,07U,2007-02-03,2007-02-03,1521,2007-02-03,1520,28,894184.72699999996,504997.91200000001,0.000,0.000
5501 SAN AMARO DR,,07001009,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-02-03,2007-02-03,1230,2007-02-03,1230,,,,0.000,0.000
1229 THEO DICKINSON DR,,07001021,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2007-02-04,2007-02-04,0114,2007-02-04,0.051,,,,894285.000,506040.970
5200 PONCE DE LEON BLVD,BLK,07001022,1,THK,THEFT OTHER,07U,2007-02-04,2007-02-04,0348,2007-02-04,0348,,,,894285.000,506040.970
1239 THEO DICKINSON DR,,07001034,1,ZOA,TRESPASS WARNING,07U,2007-02-04,2007-02-04,1916,2007-02-04,1916,,,,893255.060,504941.780
1101 STANFORD DR,,07001039,2,SCA,SIMPLE BATTERY,07U,2007-02-05,2007-02-05,0057,2007-02-05,0.039,,,,895202.880,503586.780
1101 STANFORD DR,,07001039,1,THK,THEFT OTHER,07U,2007-02-05,2007-02-05,0057,2007-02-05,0.039,,,,893582.810,505289.780
1300 MEMORIAL DR,,07001048,1,PRB,PROPERTY LOST,07U,2007-02-05,2007-01-14,1800,2007-01-14,1800,16,893634.74199999997,505003.36800000002,892822.380,501564.190
1241 THEO DICKINSON DR,,07001066,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-02-05,2007-02-05,1930,2007-02-05,1930,81,892858.31700000004,503002.52299999999,891315.560,503241.000
1111 MEMORIAL DR,,07001074,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-06,2007-02-06,1000,2007-02-06,1000,18,894105.66599999997,505505.27299999999,893298.620,503290.810
1245 WILLIAM E WALSH AV,,07001072,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-06,2007-02-06,0910,2007-02-06,0910,,,,895227.560,503603.810
5501 SAN AMARO DR,,07001068,1,ZOA,TRESPASS WARNING,07U,2007-02-06,2007-02-06,0029,2007-02-06,0.020,,,,895159.060,503668.060
1101 STANFORD DR,,07001103,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-07,2007-02-07,0948,2007-02-07,0948,,,,0.000,0.000
1101 STANFORD DR,609,07001112,1,ZOI,SUICIDE ATTEMPT / THREATS,07U,2007-02-07,2007-02-07,1415,2007-02-07,1415,,,,893603.060,505267.690
5600 PONCE DE LEON BLVD,BLK,07001117,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2007-02-07,2007-02-07,1618,2007-02-07,1618,,,,893603.060,505267.690
5801 RED RD,,07001125,1,TVC,THEFT OF TRUCK / SUV,07U,2007-02-07,2007-02-07,2033,2007-02-07,2033,,,,893603.060,505267.690
1111 MEMORIAL DR,,07001135,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-08,2007-02-08,1140,2007-02-08,1140,18,894105.66599999997,505505.27299999999,893603.060,505267.690
1111 MEMORIAL DR,,07001136,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-08,2007-02-08,1145,2007-02-08,1145,18,894105.66599999997,505505.27299999999,892168.060,502104.810
1111 MEMORIAL DR,,07001137,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-08,2007-02-08,1155,2007-02-08,1155,18,894105.66599999997,505505.27299999999,892168.560,502094.840
1111 MEMORIAL DR,,07001138,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-08,2007-02-08,1200,2007-02-08,1200,18,894105.66599999997,505505.27299999999,891390.000,500683.530
1231 THEO DICKINSON DR,,07001126,1,SCB,SIMPLE ASSAULT / THREATS,07U,2007-02-08,2007-02-07,2205,2007-02-07,2205,,,,895202.880,503586.780
1239 THEO DICKINSON DR,WT 115,07001127,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2007-02-08,2007-02-07,2310,2007-02-07,2310,,,,893303.870,503282.280
1311 MILLER DR,,07001157,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2007-02-08,2007-02-08,2115,2007-02-08,2115,,,,893698.180,502569.400
1245 DAUER DR,,07001153,1,THK,THEFT OTHER,07U,2007-02-08,2007-02-08,1900,2007-02-08,1900,65,893424.071,502854.73300000001,893603.060,505267.690
1500 LIGURIA AV,,07001160,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-09,2007-02-09,0057,2007-02-09,0.039,,,,893881.060,503611.650
1500 LIGURIA AV,,07001162,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-09,2007-02-09,0125,2007-02-09,0.059,,,,892692.560,501420.220
1500 LIGURIA AV,,07001163,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2007-02-09,2007-02-09,0204,2007-02-09,0.086,,,,893181.630,503228.560
