Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
5500 PONCE DE LEON BLVD,,08000363,1,THC,THEFT FROM MOTOR VEHICLE,07U,2008-01-14,2008-01-14,1300,2008-01-14,1300,,,,,
1200 MEMORIAL DR,BLK,08000389,1,PRB,PROPERTY LOST,07U,2008-01-15,2008-01-14,0930,2008-01-14,0930,,,,,
5501 SAN AMARO DR,,08000467,2,XOT,TRESPASSING,07U,2008-01-18,2008-01-18,0048,2008-01-18,0.033,,,,,
5501 SAN AMARO DR,,08000467,1,ZOA,TRESPASS WARNING,07U,2008-01-18,2008-01-18,0048,2008-01-18,0.033,,,,,
1101 STANFORD DR,716,08000474,1,VAC,VANDALISM TO PERSONAL PROPERTY,07U,2008-01-18,2008-01-17,2300,2008-01-18,2300,,,,,
1111 MEMORIAL DR,,08000488,1,FDD,FD SICK/INJURED PERSON,07U,2008-01-18,2008-01-18,1920,2008-01-18,1920,18,894105.66599999997,505505.27299999999,,
1101 STANFORD DR,,08000494,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2008-01-19,2008-01-19,0401,2008-01-19,0401,,,,,
5501 SAN AMARO DR,,08000499,1,VAA,VANDALISM TO STRUCTURE,07U,2008-01-19,2008-01-19,1300,2008-01-19,1300,,,,,
1301 STANFORD DR,,08000540,1,PRB,PROPERTY LOST,07U,2008-01-21,2008-01-19,1145,2008-01-19,1145,50,894666.745,504343.22399999999,,
5615 PAVIA ST,,08000559,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-22,2008-01-22,1530,2008-01-22,1530,54,894485.30200000003,503768.17499999999,,
1211 THEO DICKINSON DR,E427,08000548,1,BUA,BURGLARY RESIDENTIAL,07U,2008-01-22,2008-01-18,0800,2008-01-21,0800,,,,,
1306 STANFORD DR,,08000561,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-01-22,2008-01-22,1520,2008-01-22,1520,31,893821.40300000005,504487.02600000001,,
5500 PONCE DE LEON BLVD,,08000575,1,THC,THEFT FROM MOTOR VEHICLE,07U,2008-01-22,2008-01-22,0730,2008-01-22,0730,,,,,
1306 STANFORD DR,,08000576,1,ZOA,TRESPASS WARNING,07U,2008-01-22,2008-01-22,1854,2008-01-22,1854,31,893821.40300000005,504487.02600000001,,
1231 THEO DICKINSON DR,,08000582,1,SCE,SIMPLE HARASSMENT,07U,2008-01-22,2008-01-16,0800,2008-01-22,0800,,,,,
1300 MEMORIAL DR,,08000597,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-23,2008-01-23,1100,2008-01-23,1100,16,893634.74199999997,505003.36800000002,,
5600 MILLER DR,,08000593,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-23,2008-01-23,0910,2008-01-23,0910,,,,,
5100 BRUNSON DR,,08000600,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-23,2008-01-23,1300,2008-01-23,1300,,,,,
1365 MEMORIAL DR,,08000601,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-23,2008-01-23,1315,2008-01-23,1315,,,,,
1311 MILLER DR,F109,08000594,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-01-23,2008-01-23,0923,2008-01-23,0923,,,,,
1306 STANFORD DR,,08000592,1,XOT,TRESPASSING,07U,2008-01-23,2008-01-23,0923,2008-01-23,0923,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,08000598,1,SCB,SIMPLE ASSAULT / THREATS,07U,2008-01-23,2008-01-22,2130,2008-01-22,2130,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,08000598,2,SCE,SIMPLE HARASSMENT,07U,2008-01-23,2008-01-22,2130,2008-01-22,2130,31,893821.40300000005,504487.02600000001,,
5665 PONCE DE LEON BLVD,,08000613,1,DIA,DISTURBANCE DOMESTIC,07U,2008-01-23,2008-01-23,2010,2008-01-23,2010,,,,,
5700 PONCE DE LEON BLVD,BLK,08000583,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2008-01-23,2008-01-23,0159,2008-01-23,0.082,,,,,
5700 PONCE DE LEON BLVD,BLK,08000583,2,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2008-01-23,2008-01-23,0159,2008-01-23,0.082,,,,,
5050 BRUNSON DR,,08000623,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-24,2008-01-24,1000,2008-01-24,1000,20,894420.18700000003,505665.27899999998,,
5600 MILLER,,08000622,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-24,2008-01-24,1000,2008-01-24,1000,,,,,
1204 THEO DICKINSON DR,,08000621,1,THC,THEFT FROM MOTOR VEHICLE,07U,2008-01-24,2008-01-23,0830,2008-01-23,0830,61,893997.68799999997,503562.033,,
5202 UNIVERSITY DR,212-7,08000631,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-01-24,2008-01-24,1155,2008-01-24,1155,27,894455.40899999999,504947.43699999998,,
1330 MILLER DR,,08000642,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-01-24,2008-01-05,2250,2008-01-05,2250,32,893531.48600000003,504366.55300000001,,
1550 BRESCIA AV,,08000651,1,ZOA,TRESPASS WARNING,07U,2008-01-24,2008-01-24,1850,2008-01-24,1850,97,891684.67799999996,501443.87400000001,,
1216 THEO DICKINSON DR,36P,08000657,1,BUA,BURGLARY RESIDENTIAL,07U,2008-01-24,2008-01-24,1230,2008-01-24,1230,62,893730.56900000002,503420.55200000003,,
1216 THEO DICKINSON DR,36P,08000657,2,THK,THEFT OTHER,07U,2008-01-24,2008-01-24,1230,2008-01-24,1230,62,893730.56900000002,503420.55200000003,,
1585 ALBENGA AV,,08000660,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2008-01-25,2008-01-25,0517,2008-01-25,0517,107,891478.31499999994,502478.739,,
1585 ALBENGA AV,,08000660,1,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,2008-01-25,2008-01-25,0517,2008-01-25,0517,107,891478.31499999994,502478.739,,
1574 LIGURIA AV,,08000674,1,VAA,VANDALISM TO STRUCTURE,07U,2008-01-25,2008-01-25,1210,2008-01-25,1210,,,,,
1211 THEO DICKINSON DR,,08000682,1,THC,THEFT FROM MOTOR VEHICLE,07U,2008-01-25,2008-01-21,1930,2008-01-25,1930,,,,,
1216 THEO DICKINSON DR,36P-2,08000685,1,BUA,BURGLARY RESIDENTIAL,07U,2008-01-25,2008-01-24,1000,2008-01-24,1000,62,893730.56900000002,503420.55200000003,,
1216 THEO DICKINSON DR,36P-2,08000685,2,THK,THEFT OTHER,07U,2008-01-25,2008-01-24,1000,2008-01-24,1000,62,893730.56900000002,503420.55200000003,,
1239 THEO DICKINSON DR,WT 1204,08000692,1,PRB,PROPERTY LOST,07U,2008-01-25,2008-01-24,2330,2008-01-25,2330,,,,,
1300 MEMORIAL DR,,08000697,1,ROD,ROBBERY STRONGARM,07U,2008-01-25,2008-01-25,1920,2008-01-25,1920,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,08000697,2,SCA,SIMPLE BATTERY,07U,2008-01-25,2008-01-25,1920,2008-01-25,1920,16,893634.74199999997,505003.36800000002,,
1239 THEO DICKINSON DR,WT906,08000701,2,FDD,FD SICK/INJURED PERSON,07U,2008-01-26,2008-01-26,0043,2008-01-26,0.029,,,,,
5821 SAN AMARO DR,,08000702,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2008-01-26,2008-01-26,0200,2008-01-26,0.083,,,,,
5821 SAN AMARO DR,,08000702,2,ZOM,INTOXICATED PERSON,07U,2008-01-26,2008-01-26,0200,2008-01-26,0.083,,,,,
1239 THEO DICKINSON DR,,08000704,1,ZOJ,BAKER / MARCHMAN ACT,07U,2008-01-26,2008-01-26,0242,2008-01-26,0242,,,,,
1111 MEMORIAL DR,,08000732,1,ZOD,INCIDENT REPORT,07U,2008-01-27,2008-01-26,2355,2008-01-27,2355,18,894105.66599999997,505505.27299999999,,
1306 STANFORD DR,,08000733,1,THK,THEFT OTHER,07U,2008-01-27,2008-01-27,0208,2008-01-27,0.088,31,893821.40300000005,504487.02600000001,,
5185 PONCE DE LEON BLVD,,08000737,1,ZOE,SUSPICIOUS INCIDENT,07U,2008-01-27,2008-01-27,0530,2008-01-27,0530,,,,,
1101 STANFORD DR,,08000740,1,SCE,SIMPLE HARASSMENT,07U,2008-01-27,2008-01-27,1515,2008-01-27,1515,,,,,
1231 THEO DICKINSON DR,,08000742,1,ZOD,INCIDENT REPORT,07U,2008-01-27,2008-01-27,2135,2008-01-27,2135,,,,,
5501 SAN AMARO DR,1 FLOOR,08000745,1,VAC,VANDALISM TO PERSONAL PROPERTY,07U,2008-01-27,2008-01-27,1200,2008-01-27,1200,,,,,
5200 UNIVERSITY DR,,08000755,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-28,2008-01-28,1050,2008-01-28,1050,26,894776.12800000003,505230.76899999997,,
1303 STANFORD DR,,08000771,2,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-28,2008-01-28,1515,2008-01-28,1515,43,894817.86600000004,504665.10800000001,,
1303 STANFORD DR,,08000773,2,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-28,2008-01-28,1515,2008-01-28,1515,43,894817.86600000004,504665.10800000001,,
1101 STANFORD DR,,08000748,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-28,2008-01-28,0850,2008-01-28,0850,,,,,
5100 BRUNSON DR,,08000753,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-28,2008-01-28,1015,2008-01-28,1015,,,,,
5202 UNIVERSITY DR,,08000746,1,VAC,VANDALISM TO PERSONAL PROPERTY,07U,2008-01-28,2008-01-28,0300,2008-01-28,0300,27,894455.40899999999,504947.43699999998,,
5250 UNIVERSITY DR,,08000758,1,VAA,VANDALISM TO STRUCTURE,07U,2008-01-28,2008-01-28,0955,2008-01-28,0955,,,,,
1231 THEO DICKINSON DR,1013,08000770,2,SCE,SIMPLE HARASSMENT,07U,2008-01-28,2008-01-21,1500,2008-01-28,1500,,,,,
6200 SAN AMARO DR,,08000777,1,THC,THEFT FROM MOTOR VEHICLE,07U,2008-01-28,2008-01-24,1800,2008-01-25,1800,96,892059.28200000001,501423.57299999997,,
5100 BRUNSON DR,2012,08000781,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-01-28,2008-01-28,1200,2008-01-28,1200,,,,,
1101 STANFORD DR,,08000783,1,VAB,VANDALISM TO VEHICLE,07U,2008-01-29,2008-01-29,0200,2008-01-29,0.083,,,,,
1303 STANFORD DR,,08000820,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-30,2008-01-30,0900,2008-01-30,0900,43,894817.86600000004,504665.10800000001,,
1241 THEO DICKINSON DR,,08000822,1,FDD,FD SICK/INJURED PERSON,07U,2008-01-30,2008-01-30,0940,2008-01-30,0940,81,892858.31700000004,503002.52299999999,,
5185 PONCE DE LEON BLVD,652,08000819,1,ZOE,SUSPICIOUS INCIDENT,07U,2008-01-30,2008-01-30,0057,2008-01-30,0.039,,,,,
1565 LIGURIA AV,304,08000824,1,SCB,SIMPLE ASSAULT / THREATS,07U,2008-01-30,2008-01-30,0715,2008-01-30,0715,106,891560.51199999999,502214.28499999997,,
5700 PONCE DE LEON BLVD,,08000832,1,ZOA,TRESPASS WARNING,07U,2008-01-30,2008-01-30,1725,2008-01-30,1725,,,,,
1239 THEO DICKINSON DR,RT 1022,08000837,2,FDD,FD SICK/INJURED PERSON,07U,2008-01-30,2008-01-30,1950,2008-01-30,1950,,,,,
1239 THEO DICKINSON DR,RT 1022,08000837,1,PRC,FD SICK/INJURED PERSON,07U,2008-01-30,2008-01-30,1950,2008-01-30,1950,,,,,
1301 STANFORD DR,,08000851,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-31,2008-01-31,0950,2008-01-31,0950,50,894666.745,504343.22399999999,,
1365 MEMORIAL DR,,08000849,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-01-31,2008-01-31,0945,2008-01-31,0945,,,,,
5501 SAN AMARO DR,,08000885,1,ZZZ,VOID (RECORDS USE ONLY),07U,2008-01-31,2008-01-31,2254,2008-01-31,2254,,,,,
5250 UNIVERSITY DR,SB302,08000860,1,PRB,PROPERTY LOST,07U,2008-01-31,2008-01-29,1515,2008-01-29,1515,,,,,
1300 MEMORIAL DR,,08000869,1,VAB,VANDALISM TO VEHICLE,07U,2008-01-31,2008-01-31,1400,2008-01-31,1400,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,08000870,1,SCE,SIMPLE HARASSMENT,07U,2008-01-31,2008-01-31,1630,2008-01-31,1630,16,893634.74199999997,505003.36800000002,,
1535 LEVANTE AV,,08000874,1,SCE,SIMPLE HARASSMENT,07U,2008-01-31,2008-01-31,1715,2008-01-31,1715,94,891627.89,501154.33500000002,,
5600 PAVIA ST,,08000904,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-01,2008-02-01,1230,2008-02-01,1230,,,,,
1211 THEO DICKINSON DR,,08000908,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-01,2008-02-01,1415,2008-02-01,1415,,,,,
1239 THEO DICKINSON DR,RT1122,08000888,1,ALD,ALCOHOL VIOLATION,07U,2008-02-01,2008-02-01,0400,2008-02-01,0400,,,,,
5300 CARILLO ST,,08000957,1,SCA,SIMPLE BATTERY,07U,2008-02-02,2008-02-02,1915,2008-02-02,1915,,,,,
1231 THEO DICKINSON DR,,08000962,2,ALA,FRAUD POSSESSION OF COUNTERFEIT,07U,2008-02-03,2008-02-02,2329,2008-02-03,2329,,,,,
1231 THEO DICKINSON DR,,08000962,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2008-02-03,2008-02-02,2329,2008-02-03,2329,,,,,
5600 PAVIA ST,,08001009,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-04,2008-02-04,1500,2008-02-04,1500,,,,,
5600 PAVIA ST,,08001010,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-04,2008-02-04,1515,2008-02-04,1515,,,,,
1314 MILLER DR,,08000984,1,TVD,THEFT OF MOTORCYCLE,07U,2008-02-04,2008-02-04,0015,2008-02-04,0.010,33,893377.17200000002,504450.17200000002,,
5800 PONCE DE LEON BLVD,BLK,08000989,1,ZOA,TRESPASS WARNING,07U,2008-02-04,2008-02-04,0834,2008-02-04,0834,,,,,
5183 PONCE DE LEON BLVD,,08001001,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-04,2008-02-04,1210,2008-02-04,1210,49,895569.78700000001,504323.94,,
1550 BRESCIA AV,,08001006,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-02-04,2008-01-04,1200,2008-01-31,1200,97,891684.67799999996,501443.87400000001,,
1101 STANFORD DR,,08001017,2,TVA,THEFT OF AUTOMOBILE unfounded,07U,2008-02-04,2008-02-04,1425,2008-02-04,1425,,,,,
1111 MEMORIAL DR,,08001031,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-05,2008-02-05,1025,2008-02-05,1025,18,894105.66599999997,505505.27299999999,,
5183 PONCE DE LEON BLVD,,08001028,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-05,2008-02-05,0905,2008-02-05,0905,49,895569.78700000001,504323.94,,
1301 STANFORD DR,,08001033,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-05,2008-02-05,1250,2008-02-05,1249,50,894666.745,504343.22399999999,,
5050 BRUNSON DR,,08001023,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,2008-02-05,2008-02-04,1530,2008-02-05,1530,20,894420.18700000003,505665.27899999998,,
5400 PONCE DE LEON BLVD,BLK,08001022,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2008-02-05,2008-02-05,0735,2008-02-05,0735,,,,,
1300 MEMORIAL DR,,08001035,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-02-05,2008-02-05,1255,2008-02-05,1255,16,893634.74199999997,505003.36800000002,,
1111 MEMORIAL DR,,08001047,1,PRB,PROPERTY LOST,07U,2008-02-05,2008-02-04,0930,2008-02-04,0930,18,894105.66599999997,505505.27299999999,,
5200 UNIVERSITY DR,101,08001055,1,THK,THEFT OTHER,07U,2008-02-05,2008-02-03,1700,2008-02-05,1700,26,894776.12800000003,505230.76899999997,,
5665 PONCE DE LEON BLVD,,08001070,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-06,2008-02-06,1005,2008-02-06,1005,,,,,
5250 BRUNSON DR,,08001071,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-06,2008-02-06,1005,2008-02-06,1005,,,,,
5185 PONCE DE LEON BLVD,,08001078,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-06,2008-02-06,1422,2008-02-06,1422,,,,,
1400 MILLER RD,BLK,08001081,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-06,2008-02-06,1551,2008-02-06,1551,,,,,
1231 THEO DICKINSON DR,MT206,08001059,1,ZOD,INCIDENT REPORT,07U,2008-02-06,2008-02-06,0056,2008-02-06,0.038,,,,,
1301 STANFORD DR,,08001075,1,THC,THEFT FROM MOTOR VEHICLE,07U,2008-02-06,2008-02-04,1110,2008-02-04,1110,50,894666.745,504343.22399999999,,
1245 DAUER DR,,08001086,1,ZOA,TRESPASS WARNING,07U,2008-02-06,2008-02-06,1730,2008-02-06,1730,65,893424.071,502854.73300000001,,
1306 STANFORD DR,,08001119,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2008-02-07,2008-02-07,1527,2008-02-07,1527,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,08001099,1,VAC,VANDALISM TO PERSONAL PROPERTY,07U,2008-02-07,2008-02-06,2300,2008-02-07,2300,31,893821.40300000005,504487.02600000001,,
1300 MEMORIAL DR,,08001122,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2008-02-07,2008-02-07,1700,2008-02-07,1700,16,893634.74199999997,505003.36800000002,,
1306 STANFORD DR,,08001127,1,THK,THEFT OTHER,07U,2008-02-07,2008-02-06,1900,2008-02-07,1900,31,893821.40300000005,504487.02600000001,,
1239 THEO DICKINSON DR,,08001134,1,ARA,ARSON,07U,2008-02-08,2008-02-08,0300,2008-02-08,0300,,,,,
6000 SAN AMARO DR,,08001152,1,VAB,VANDALISM TO VEHICLE,07U,2008-02-08,2008-02-07,2100,2008-02-08,2100,,,,,
5610 GEORGE E MERRICK ST,,08001176,1,ZOM,INTOXICATED PERSON,07U,2008-02-08,2008-02-08,2300,2008-02-08,2300,,,,,
6100 SAN AMARO DR,,08001180,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2008-02-09,2008-02-09,0403,2008-02-09,0403,,,,,
1239 THEO DICKINSON DR,,08001187,1,FDD,FD SICK/INJURED PERSON,07U,2008-02-09,2008-02-09,1340,2008-02-09,1340,,,,,
1239 THEO DICKINSON DR,,08001179,1,ZOD,INCIDENT REPORT,07U,2008-02-09,2008-02-09,0038,2008-02-09,0.026,,,,,
5185 PONCE DE LEON BLVD,718,08001198,1,VAA,VANDALISM TO STRUCTURE,07U,2008-02-10,2008-02-09,2230,2008-02-09,2230,,,,,
1540 CORNICHE AV,,08001202,1,ZOE,SUSPICIOUS INCIDENT,07U,2008-02-10,2008-02-10,0429,2008-02-10,0429,108,891547.33,502483.14199999999,,
1100 STANFORD DR,,08001201,1,ZOM,INTOXICATED PERSON,07U,2008-02-10,2008-02-10,0435,2008-02-10,0435,,,,,
5500 SAN AMARO DR,,08001204,2,THC,THEFT FROM MOTOR VEHICLE,07U,2008-02-10,2008-02-20,0501,2008-02-21,0501,,,,,
5500 SAN AMARO DR,,08001204,1,TVA,THEFT OF AUTOMOBILE ATT,07U,2008-02-10,2008-02-21,0502,2008-02-22,0502,,,,,
1239 THEO DICKINSON DR,,08001206,1,TVD,THEFT OF MOTORCYCLE,07U,2008-02-10,2008-02-09,2000,2008-02-10,2000,,,,,
