Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
1101 STANFORD DR,644,09000522,1,BUA,BURGLARY RESIDENTIAL,07U,2009-01-20,2009-01-20,1640,2009-01-20,1640,,,,,
1101 STANFORD DR,644,09000522,2,THM,THEFT FROM BURGLARY,07U,2009-01-20,2009-01-20,1640,2009-01-20,1640,,,,,
1101 STANFORD DR,644,09000522,2,ZOA,TRESPASS WARNING,07U,2009-01-20,2009-01-20,1640,2009-01-20,1640,,,,,
1101 STANFORD DR,M126,09000519,1,BUA,BURGLARY RESIDENTIAL,07U,2009-01-20,2009-01-20,1600,2009-01-20,1600,,,,,
1101 STANFORD DR,M126,09000519,2,THM,THEFT FROM BURGLARY,07U,2009-01-20,2009-01-20,1600,2009-01-20,1600,,,,,
1306 STANFORD DR,,09000477,1,XOT,TRESPASSING,07U,2009-01-21,2009-01-19,1443,2009-01-19,1443,31,893821.40300000005,504487.02600000001,,
1311 MILLER DR,,09000539,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-01-21,2009-01-20,1830,2009-01-21,1830,,,,,
1311 MILLER DR,A112,09000551,1,PRB,PROPERTY LOST,07U,2009-01-21,2009-01-21,0300,2009-01-21,0300,,,,,
5185 PONCE DE LEON BLVD,442,09000549,1,BUA,BURGLARY RESIDENTIAL,07U,2009-01-21,2009-01-21,1500,2009-01-21,1500,,,,,
5185 PONCE DE LEON BLVD,442,09000549,2,THM,THEFT FROM BURGLARY,07U,2009-01-21,2009-01-21,1500,2009-01-21,1500,,,,,
1101 STANFORD DR,425,09000553,1,BUA,BURGLARY RESIDENTIAL,07U,2009-01-21,2009-01-21,1955,2009-01-21,1955,,,,,
1101 STANFORD DR,425,09000553,2,THM,THEFT FROM BURGLARY,07U,2009-01-21,2009-01-21,1955,2009-01-21,1955,,,,,
1101 STANFORD DR,425,09000553,2,ZOA,TRESPASS WARNING,07U,2009-01-21,2009-01-21,1955,2009-01-21,1955,,,,,
5665 PONCE DE LEON BLVD,,09000555,1,THK,THEFT OTHER,07U,2009-01-22,2009-01-21,2357,2009-01-22,2357,,,,,
5665 PONCE DE LEON BLVD,,09000555,1,ZOA,TRESPASS WARNING,07U,2009-01-22,2009-01-21,2357,2009-01-22,2357,,,,,
1231 THEO DICKINSON DR,,09000558,1,FDA,FD STRUCTURE FIRE,07U,2009-01-22,2009-01-22,0330,2009-01-22,0330,,,,,
1311 MILLER DR,,09000566,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-01-22,2009-01-22,1220,2009-01-22,1220,,,,,
1241 THEO DICKINSON DR,,09000577,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-01-22,2009-01-21,1915,2009-01-21,1915,81,892858.31700000004,503002.52299999999,,
1231 THEO DICKINSON DR,PT 718,09000582,1,FDD,FD SICK/INJURED PERSON,07U,2009-01-23,2009-01-23,0402,2009-01-23,0402,,,,,
1238 THEO DICKINSON DR,34N,09000583,1,FDD,FD SICK/INJURED PERSON,07U,2009-01-23,2009-01-23,0448,2009-01-23,0448,64,893333.80900000001,503125.55,,
1241 THEO DICKINSON DR,,09000627,1,DIA,DISTURBANCE DOMESTIC,07U,2009-01-24,2009-01-24,0010,2009-01-24,0010,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,09000627,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-01-24,2009-01-24,0010,2009-01-24,0010,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,09000627,2,ZOM,INTOXICATED PERSON,07U,2009-01-24,2009-01-24,0010,2009-01-24,0010,81,892858.31700000004,503002.52299999999,,
1111 MEMORIAL DR,,09000630,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,2009-01-24,2009-01-24,0010,2009-01-24,0010,18,894105.66599999997,505505.27299999999,,
5250 UNIVERSITY DR,,09000634,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,2009-01-24,2009-01-24,0000,2009-01-24,0000,,,,,
1231 THEO DICKINSON DR,,09000653,1,ZOD,INCIDENT REPORT,07U,2009-01-25,2009-01-25,0255,2009-01-25,0255,,,,,
1301 STANFORD DR,,09000688,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-26,2009-01-26,1540,2009-01-26,1540,50,894666.745,504343.22399999999,,
5665 PONCE DE LEON BLVD,,09000674,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-26,2009-01-26,1020,2009-01-26,1020,,,,,
1306 STANFORD DR,,09000660,1,ZOD,INCIDENT REPORT,07U,2009-01-26,2009-01-25,1711,2009-01-25,1711,31,893821.40300000005,504487.02600000001,,
1213 THEO DICKINSON DR,,09000683,1,ZOA,TRESPASS WARNING,07U,2009-01-26,2009-01-26,1500,2009-01-26,1500,,,,,
1200 WILLIAM E WALSH AV,BLK,09000681,1,THC,THEFT FROM MOTOR VEHICLE,07U,2009-01-26,2009-01-22,1500,2009-01-22,1500,,,,,
5185 PONCE DE LEON BLVD,,09000699,1,TVE,THEFT OF BICYCLE,07U,2009-01-26,2009-01-23,2230,2009-01-24,2230,,,,,
1575 LIGURIA AV,,09000701,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-26,2009-01-26,2213,2009-01-26,2213,105,891500.13199999998,502206.99300000002,,
1111 MEMORIAL DR,,09000718,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-27,2009-01-27,1302,2009-01-27,1302,18,894105.66599999997,505505.27299999999,,
5665 PONCE DE LEON BLVD,,09000708,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-27,2009-01-27,1015,2009-01-27,1015,,,,,
5501 SAN AMARO DR,,09000716,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-01-27,2009-01-24,2300,2009-01-24,2300,,,,,
1101 STANFORD DR,MT405,09000726,1,BUA,BURGLARY RESIDENTIAL,07U,2009-01-28,2009-01-27,1530,2009-01-27,1530,,,,,
1101 STANFORD DR,MT405,09000726,2,THM,THEFT FROM BURGLARY,07U,2009-01-28,2009-01-27,1530,2009-01-27,1530,,,,,
1111 MEMORIAL DR,,09000753,1,THC,THEFT FROM MOTOR VEHICLE,07U,2009-01-28,2009-01-28,1620,2009-01-28,1620,18,894105.66599999997,505505.27299999999,,
5665 PONCE DE LEON BLVD,,09000757,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-01-28,2009-01-28,1807,2009-01-28,1807,,,,,
5665 PONCE DE LEON BLVD,,09000757,2,XOT,TRESPASSING,07U,2009-01-28,2009-01-28,1807,2009-01-28,1807,,,,,
5050 BRUNSON DR,,09000781,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-29,2009-01-29,1409,2009-01-29,1409,20,894420.18700000003,505665.27899999998,,
1535 LEVANTE AV,,09000767,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-29,2009-01-29,1000,2009-01-29,1000,94,891627.89,501154.33500000002,,
1231 THEO DICKINSON DR,,09000774,1,THK,THEFT OTHER,07U,2009-01-29,2009-01-22,1239,2009-01-29,1239,,,,,
5821 SAN AMARO DR,,09000785,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-01-29,2009-01-29,1315,2009-01-29,1315,,,,,
1210 STANFORD DR,,09000787,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-01-29,2009-01-29,1530,2009-01-29,1530,,,,,
5615 PAVIA ST,,09000822,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-01-30,2009-01-30,1510,2009-01-30,1510,54,894485.30200000003,503768.17499999999,,
"5150 BRUNSON DR, LIRC",,09000793,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,2009-01-30,2009-01-30,0114,2009-01-30,0114,22,894535.49300000002,505370.87,,
"5150 BRUNSON DR, LIRC",,09000793,2,ZOA,TRESPASS WARNING,07U,2009-01-30,2009-01-30,0114,2009-01-30,0114,22,894535.49300000002,505370.87,,
1231 THEO DICKINSON DR,,09000797,1,DIB,DISTURBANCE OTHER,07U,2009-01-30,2009-01-30,1000,2009-01-30,1000,,,,,
1507 LEVANTE AV,,09000801,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,2009-01-30,2009-01-29,0700,2009-01-29,0700,95,891853.24100000004,501275.31300000002,,
1300 MEMORIAL DR,,09000813,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-01-30,2009-01-30,1449,2009-01-30,1449,16,893634.74199999997,505003.36800000002,,
5225 PONCE DE LEON BLVD,,09000833,1,ZOA,TRESPASS WARNING,07U,2009-01-30,2009-01-30,2300,2009-01-30,2300,53,894801.88399999996,503471.82400000002,,
1306 STANFORD DR,,09000840,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-01-31,2009-01-31,0400,2009-01-31,0400,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,09000840,1,ZOM,INTOXICATED PERSON,07U,2009-01-31,2009-01-31,0400,2009-01-31,0400,31,893821.40300000005,504487.02600000001,,
1239 THEO DICKINSON DR,,09000859,1,ZOJ,BAKER / MARCHMAN ACT,07U,2009-02-01,2009-01-31,1233,2009-02-01,1233,,,,,
1231 THEO DICKINSON DR,,09000857,1,ZOM,INTOXICATED PERSON,07U,2009-02-01,2009-02-01,0258,2009-02-01,0258,,,,,
1231 THEO DICKINSON DR,PT820,09000858,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-01,2009-02-01,0302,2009-02-01,0302,,,,,
1231 THEO DICKINSON DR,PT820,09000858,1,ZOM,INTOXICATED PERSON,07U,2009-02-01,2009-02-01,0302,2009-02-01,0302,,,,,
1231 THEO DICKINSON DR,,09000860,1,ZOM,INTOXICATED PERSON,07U,2009-02-01,2009-02-01,0332,2009-02-01,0332,,,,,
1231 THEO DICKINSON DR,,09000861,1,ZOA,TRESPASS WARNING,07U,2009-02-01,2009-02-01,0345,2009-02-01,0345,,,,,
1241 THEO DICKINSON DR,,09000863,1,TVE,THEFT OF BICYCLE,07U,2009-02-01,2009-02-01,0955,2009-02-01,0955,81,892858.31700000004,503002.52299999999,,
1239 THEO DICKINSON DR,,09000866,1,PRB,PROPERTY LOST,07U,2009-02-01,2009-01-31,1155,2009-02-01,1155,,,,,
1300 MEMORIAL DR,,09000879,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-02,2009-02-02,1255,2009-02-02,1255,16,893634.74199999997,505003.36800000002,,
1211 THEO DICKINSON DR,,09000873,1,THC,THEFT FROM MOTOR VEHICLE,07U,2009-02-02,2009-01-29,1900,2009-01-30,1900,,,,,
1312 MILLER DR,,09000897,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-03,2009-02-03,1010,2009-02-03,1010,34,893200.60100000002,504423.66399999999,,
5250 UNIVERSITY DR,211,09000895,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-02-03,2009-02-03,0711,2009-02-03,0711,,,,,
1244 STANFORD DR,,09000905,1,FDD,FD SICK/INJURED PERSON,07U,2009-02-03,2009-02-03,1406,2009-02-03,1406,45,895022.70700000005,504471.212,,
1301 STANFORD DR,,09000929,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-04,2009-02-04,1225,2009-02-04,1225,50,894666.745,504343.22399999999,,
1507 LEVANTE AV,,09000931,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-04,2009-02-04,1333,2009-02-04,1333,95,891853.24100000004,501275.31300000002,,
1200 PAVIA ST,BLK,09000937,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-04,2009-02-04,1604,2009-02-04,1604,,,,,
1231 THEO DICKINSON DR,,09000921,1,VAC,VANDALISM TO PROPERTY,07U,2009-02-04,2009-02-03,2100,2009-02-04,2100,,,,,
1211 THEO DICKINSON DR,ERC331,09000922,1,ZOA,TRESPASS WARNING,07U,2009-02-04,2009-02-04,0630,2009-02-04,0630,,,,,
1216 THEO DICKINSON DR,36-S,09000935,1,PRB,PROPERTY LOST,07U,2009-02-04,2009-02-02,0845,2009-02-03,0845,62,893730.56900000002,503420.55200000003,,
1101 STANFORD DR,458,09000947,1,FDD,FD SICK/INJURED PERSON,07U,2009-02-04,2009-02-04,2030,2009-02-04,2030,,,,,
5050 BRUNSON DR,,09000956,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-05,2009-02-05,1027,2009-02-05,1027,20,894420.18700000003,505665.27899999998,,
1245 DAUER DR,,09000961,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-05,2009-02-05,1227,2009-02-05,1227,65,893424.071,502854.73300000001,,
1111 MEMORIAL DR,,09000958,1,VAB,VANDALISM TO VEHICLE,07U,2009-02-05,2009-02-05,0900,2009-02-05,0900,18,894105.66599999997,505505.27299999999,,
5100 BRUNSON DR,,09000965,1,THC,THEFT FROM MOTOR VEHICLE,07U,2009-02-05,2009-02-05,1215,2009-02-05,1215,,,,,
1231 THEO DICKINSON DR,,09000986,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-06,2009-02-06,0115,2009-02-06,0115,,,,,
1204 THEO DICKINSON DR,N,09000985,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-06,2009-02-06,0120,2009-02-06,0120,61,893997.68799999997,503562.033,,
1204 THEO DICKINSON DR,N,09000985,2,ZOM,INTOXICATED PERSON,07U,2009-02-06,2009-02-06,0120,2009-02-06,0120,61,893997.68799999997,503562.033,,
1231 THEO DICKINSON DR,,09000988,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-06,2009-02-06,0210,2009-02-06,0210,,,,,
5050 BRUNSON DR,,09000995,1,FDC,FD OTHER FIRE,07U,2009-02-06,2009-02-06,1055,2009-02-06,1055,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,09000995,2,ZOE,SUSPICIOUS INCIDENT,07U,2009-02-06,2009-02-06,1055,2009-02-06,1055,20,894420.18700000003,505665.27899999998,,
1211 THEO DICKINSON DR,,09001002,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-06,2009-02-06,1700,2009-02-06,1700,,,,,
5500 SAN AMARO DR,BLK,09001008,1,FDD,FD SICK/INJURED PERSON,07U,2009-02-07,2009-02-07,0000,2009-02-07,0000,,,,,
5616 GEORGE E MERRICK ST,,09001011,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-07,2009-02-07,0206,2009-02-07,0206,,,,,
1306 STANFORD DR,,09001010,1,ZOA,TRESPASS WARNING,07U,2009-02-07,2009-02-07,0130,2009-02-07,0130,31,893821.40300000005,504487.02600000001,,
1204 THEO DICKINSON DR,F,09001014,1,ZOA,TRESPASS WARNING,07U,2009-02-07,2009-02-07,0425,2009-02-07,0425,61,893997.68799999997,503562.033,,
1231 THEO DICKINSON DR,PT322,09001025,1,BUA,BURGLARY RESIDENTIAL,07U,2009-02-07,2009-02-06,1600,2009-02-06,1600,,,,,
1231 THEO DICKINSON DR,PT322,09001025,2,THM,THEFT FROM BURGLARY,07U,2009-02-07,2009-02-06,1600,2009-02-06,1600,,,,,
1241 THEO DICKINSON DR,,09001028,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-02-07,2009-02-04,0900,2009-02-04,0900,81,892858.31700000004,503002.52299999999,,
6201 SAN AMARO DR,,09001034,1,ZOA,TRESPASS WARNING,07U,2009-02-07,2009-02-07,2155,2009-02-07,2155,,,,,
6201 SAN AMARO DR,,09001034,2,ZOB,WARRANT ARREST,07U,2009-02-07,2009-02-07,2155,2009-02-07,2155,,,,,
5801 PONCE DE LEON BLVD,,09001035,1,FAL,FAMILY MISSING PERSON RECOVERY,07U,2009-02-08,2009-02-07,2155,2009-02-07,2155,,,,,
5501 SAN AMARO DR,,09001040,1,VAC,VANDALISM TO PROPERTY,07U,2009-02-08,2009-02-07,2230,2009-02-08,2230,,,,,
1204 THEO DICKINSON DR,,09001061,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-09,2009-02-09,1005,2009-02-09,1005,61,893997.68799999997,503562.033,,
1203 WILLIAM E WALSH AV,,09001050,2,ZOA,TRESPASS WARNING,07U,2009-02-09,2009-02-09,0126,2009-02-09,0126,58,894141.21200000006,503428.23700000002,,
1203 WILLIAM E WALSH AV,,09001050,1,ZOB,WARRANT ARREST,07U,2009-02-09,2009-02-09,0126,2009-02-09,0126,58,894141.21200000006,503428.23700000002,,
1239 THEO DICKINSON DR,,09001045,1,FRK,FRAUD OTHER,07U,2009-02-09,2009-02-08,1104,2009-02-08,1104,,,,,
1239 THEO DICKINSON DR,,09001045,2,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2009-02-09,2009-02-08,1104,2009-02-08,1104,,,,,
1239 THEO DICKINSON DR,,09001071,1,TVE,THEFT OF BICYCLE,07U,2009-02-09,2009-02-06,1400,2009-02-09,1400,,,,,
1239 THEO DICKINSON DR,R305,09001074,1,FRL,FRAUD OTHER JURISDICTION,07U,2009-02-09,2009-02-07,1300,2009-02-07,1300,,,,,
1241 THEO DICKINSON DR,,09001103,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-10,2009-02-10,1006,2009-02-10,1006,81,892858.31700000004,503002.52299999999,,
5621 SAN AMARO DR,,09001102,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-10,2009-02-10,1005,2009-02-10,1005,,,,,
5600 PAVIA ST,,09001106,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-10,2009-02-10,1145,2009-02-10,1145,,,,,
1231 THEO DICKINSON DR,MD 510,09001086,1,FDD,FD SICK/INJURED PERSON,07U,2009-02-10,2009-02-09,2030,2009-02-09,2030,,,,,
5250 UNIVERSITY DR,,09001089,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-02-10,2009-02-10,0420,2009-02-10,0420,,,,,
5100 BRUNSON DR,4027,09001117,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-02-10,2009-02-10,1810,2009-02-10,1810,,,,,
1300 MEMORIAL DR,,09001119,1,ZOA,TRESPASS WARNING,07U,2009-02-10,2009-02-10,2117,2009-02-10,2117,16,893634.74199999997,505003.36800000002,,
5185 PONCE DE LEON BLVD,511,09001151,1,AGC,AGGRAVATED KIDNAPPING / FALSE IMPRISONMENT,07U,2009-02-11,2009-02-11,1330,2009-02-11,1330,,,,,
5185 PONCE DE LEON BLVD,511,09001151,2,SCA,SIMPLE BATTERY,07U,2009-02-11,2009-02-11,1330,2009-02-11,1330,,,,,
5185 PONCE DE LEON BLVD,,09001120,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-11,2009-02-10,2130,2009-02-10,2130,,,,,
1311 MILLER DR,D 337,09001159,1,VAC,VANDALISM TO PROPERTY,07U,2009-02-11,2009-02-09,1730,2009-02-10,1730,,,,,
5202 UNIVERSITY DR,,09001175,1,FDD,FD SICK/INJURED PERSON,07U,2009-02-12,2009-02-12,1115,2009-02-12,1115,27,894455.40899999999,504947.43699999998,,
5100 UNIVERSITY DR,BLK,09001199,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-12,2009-02-12,1948,2009-02-12,1948,,,,,
1330 MILLER DR,,09001200,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-02-13,2009-02-13,0000,2009-02-13,0000,32,893531.48600000003,504366.55300000001,,
1211 THEO DICKINSON DR,,09001211,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,2009-02-13,2009-02-12,1200,2009-02-13,1200,,,,,
1301 MEMORIAL DR,,09001214,1,TVE,THEFT OF BICYCLE,07U,2009-02-13,2009-02-04,0200,2009-02-09,0200,7,893366.68200000003,505369.12400000001,,
1111 MEMORIAL DR,314,09001221,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-02-13,2009-02-12,1345,2009-02-12,1345,18,894105.66599999997,505505.27299999999,,
1231 THEO DICKINSON DR,,09001230,1,TVE,THEFT OF BICYCLE,07U,2009-02-14,2009-02-13,1930,2009-02-14,1930,,,,,
1500 LIGURIA AV,BLK,09001242,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-15,2009-02-15,0152,2009-02-15,0152,,,,,
5401 PONCE DE LEON BLVD,,09001243,1,ZOM,INTOXICATED PERSON,07U,2009-02-15,2009-02-15,0300,2009-02-15,0300,51,895056.26599999995,503786.853,,
1231 THEO DICKINSON DR,,09001244,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-15,2009-02-15,0350,2009-02-15,0350,,,,,
1111 MEMORIAL DR,,09001266,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-16,2009-02-16,0925,2009-02-16,0925,18,894105.66599999997,505505.27299999999,,
1217 THEO DICKINSON DR,,09001272,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-16,2009-02-16,1240,2009-02-16,1240,68,893551.11,503595.68699999998,,
1241 THEO DICKINSON DR,,09001267,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-16,2009-02-16,0946,2009-02-16,0946,81,892858.31700000004,503002.52299999999,,
5801 SAN AMARO DR,,09001264,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-16,2009-02-15,0751,2009-02-16,0751,,,,,
