address,apt,case,primary_offense,offense_code,offense,tract,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1241 DICKINSON DR,,11000459,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-01-19,2011-01-19,1730,2011-01-19,1731,81,892858.31700000004,503002.52299999999
5399 PONCE DE LEON BLVD/DICKINSON DR,,11000460,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-19,2011-01-19,0000,2011-01-19,0000,,,
5665 PONCE DE LEON BLVD,,11000462,1,ZOA,TRESPASS WARNING,07U,2011-01-19,2011-01-19,2000,2011-01-19,2001,596,893085.93900000001,501909.61599999998
1231 DICKINSON DR,,11000464,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-19,2011-01-19,2211,2011-01-19,2215,72,893156.39199999999,503434.00900000002
6200 SAN AMARO DR,BLK,11000466,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-19,2011-01-19,2252,2011-01-19,2310,331,892375.69900000002,501281.36800000002
1299 DICKINSON DR/PONCE DE LEON BLVD,,11000467,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-19,2011-01-19,0000,2011-01-19,0000,,,
1231 DICKINSON DR,,11000468,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-20,2011-01-20,0033,2011-01-19,0055,72,893156.39199999999,503434.00900000002
1239 DICKINSON DR,,11000469,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-20,2011-01-20,0045,2011-01-20,0045,75,892755.73499999999,503357.43699999998
1239 DICKINSON DR,,11000469,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-20,2011-01-20,0045,2011-01-20,0045,75,892755.73499999999,503357.43699999998
1101 STANFORD DR,,11000474,1,TVE,THEFT OF BICYCLE,07U,2011-01-20,2011-01-20,1900,2011-01-20,0730,545,894992.79500000004,504131.88299999997
1365 MEMORIAL DR,,11000483,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-20,2011-01-20,0000,2011-01-20,0000,,,
1231 DICKINSON DR,,11000494,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-20,2011-01-20,2015,2011-01-20,2025,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,,11000498,2,FDD,FD SICK/INJURED PERSON,07U,2011-01-21,2011-01-21,0130,2011-01-21,0134,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,,11000498,1,ZOM,INTOXICATED PERSON,07U,2011-01-21,2011-01-21,0130,2011-01-21,0134,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,,11000499,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-21,2011-01-21,0220,2011-01-21,0220,71,893300.82700000005,503382.65600000002
1231 DICKINSON DR,,11000499,1,ZOA,TRESPASS WARNING,07U,2011-01-21,2011-01-21,0220,2011-01-21,0220,71,893300.82700000005,503382.65600000002
1211 DICKINSON DR,455,11000501,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-21,2011-01-21,0344,2011-01-21,0344,200,893607.14099999995,503723.93800000002
1211 DICKINSON DR,455,11000501,2,ZOM,INTOXICATED PERSON,07U,2011-01-21,2011-01-21,0344,2011-01-21,0344,200,893607.14099999995,503723.93800000002
5616 PAVIA ST,,11000503,1,ZOA,TRESPASS WARNING,07U,2011-01-21,2011-01-21,0445,2011-01-21,0445,54,894485.30200000003,503768.17499999999
5199 PONCE DE LEON BLVD/STANFORD DR,,11000516,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-21,2011-01-21,0000,2011-01-21,0000,,,
1100 PISANO AV,,11000526,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2011-01-25,2011-01-25,1830,2011-01-21,1830,,,
1221 WALSH AV,,11000533,1,VAB,VANDALISM TO VEHICLE,07U,2011-01-21,2011-01-21,0530,2011-01-21,2300,853,893726.06,502652.76899999997
1565 CORNICHE AV,,11000551,1,BUA,BURGLARY RESIDENTIAL,07U,2011-01-22,2011-01-22,1730,2011-01-22,1900,486,891586.04599999997,503033.27399999998
1565 CORNICHE AV,,11000551,2,TVE,THEFT OF BICYCLE,07U,2011-01-22,2011-01-22,1730,2011-01-22,1900,486,891586.04599999997,503033.27399999998
1530 LIGURIA AV,,11000552,1,ZZZ,VOID (RECORDS USE ONLY),07U,2011-01-22,2011-01-22,0000,2011-01-22,0000,,,
1101 STANFORD DR,511,11000559,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-23,2011-01-23,0522,2011-01-23,0522,,,
1231 DICKINSON DR,,11000569,1,FDC,FD OTHER FIRE,07U,2011-01-23,2011-01-23,2125,2011-01-23,2125,71,893300.82700000005,503382.65600000002
1239 DICKINSON DR,PT 304,11000571,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-24,2011-01-24,0025,2011-01-24,0035,71,893300.82700000005,503382.65600000002
1101 STANFORD DR,M704,11000572,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-24,2011-01-24,0118,2011-01-24,0119,131,895221.08200000005,503966.17599999998
1535 LEVANTE AVE,,11000583,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-01-24,2011-01-24,0900,2011-01-14,0900,94,891627.89,501154.33500000002
1241 DICKINSON DR,,11000588,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-24,2011-01-24,0000,2011-01-24,0000,756,892939.68,502970.43400000001
1400 MILLER RD,BLK,11000590,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-01-24,2011-01-24,0000,2011-01-24,0000,,,
5615 PAVIA ST,,11000611,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-25,2011-01-25,0000,2011-01-25,0000,,,
5050 BRUNSON DR,,11000612,1,ZOA,TRESPASS WARNING,07U,2011-01-25,2011-01-25,1247,2011-01-25,1335,715,894288.80900000001,505813.87199999997
5665 PONCE DE LEON BLVD,,11000615,1,ZZZ,VOID (RECORDS USE ONLY),07U,2011-01-25,2011-01-25,0000,2011-01-25,0000,,,
5799 PONCE DE LEON BLVD/SAN AMARO DR,,11000621,1,THC,THEFT FROM MOTOR VEHICLE,07U,2011-01-25,2011-01-25,2000,2011-01-25,2030,,,
1314 MILLER DR,,11000623,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-25,2011-01-25,2115,2011-01-25,2115,271,893303.36800000002,504602.951
5501 SAN AMARO DR,BLK,11000625,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-25,2011-01-25,2100,2011-01-25,2210,816,892484.70499999996,503856.76299999998
5501 SAN AMARO DR,,11000626,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-25,2011-01-25,2100,2011-01-25,2306,41,892819.9,504115.40600000002
1231 DICKINSON DR,,11000628,1,ZOM,INTOXICATED PERSON,07U,2011-01-26,2011-01-26,0250,2011-01-26,0251,865,893063.45700000005,503573.89799999999
1252 MEMORIAL DR,,11000642,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-26,2011-01-26,1334,2011-01-26,1334,17,893876.15800000005,505263.125
1245 DAUER DR,,11000643,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-01-26,2011-01-26,2130,2011-01-25,0600,65,893424.071,502854.73300000001
1239 DICKINSON DR,,11000645,1,SCE,SIMPLE HARASSMENT,07U,2011-01-26,2011-01-26,1240,2011-01-26,1245,76,892865.95600000001,503580.26199999999
1239 DICKINSON DR,,11000645,2,ZOA,TRESPASS WARNING,07U,2011-01-26,2011-01-26,1240,2011-01-26,1245,76,892865.95600000001,503580.26199999999
5401 PONCE DE LEON BLVD,,11000650,1,PRB,PROPERTY LOST,07U,2011-01-26,2011-01-26,0341,2011-01-21,1500,51,895056.26599999995,503786.853
1529 ALBENGA AV,,11000654,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-26,2011-01-26,1600,2011-01-26,1850,110,891783.19900000002,502422.848
5030 BRUNSON DR,106,11000660,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-26,2011-01-26,0230,2011-01-26,2200,19,894255.06599999999,505594.31900000002
1101 STANFORD DR,,11000663,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-01-27,2011-01-27,0000,2011-01-27,0000,,,
5665 PONCE DE LEON BLVD,,11000665,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-01-27,2011-01-27,1520,2011-01-26,1815,123,893056.50699999998,501950.05499999999
1245 DAUER DR,,11000673,1,TVF,THEFT OF OTHER VEHICLE,07U,2011-01-27,2011-01-27,1945,2011-01-18,1100,65,893424.071,502854.73300000001
1306 STANFORD DR,,11000675,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-01-27,2011-01-27,1510,2011-01-27,1520,883,894044.60699999996,504443.06599999999
5799 PONCE DE LEON BLVD/SAN AMARO DR,,11000681,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-01-27,2011-01-27,0000,2011-01-27,0000,,,
1241 DICKINSON DR,,11000682,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-27,2011-01-27,1810,2011-01-27,1857,81,892858.31700000004,503002.52299999999
5185 PONCE DE LEON BLVD,,11000684,1,PRB,PROPERTY LOST,07U,2011-01-27,2011-01-27,1515,2011-01-27,1645,49,895569.78700000001,504323.94
1231 DICKINSON DR,,11000691,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-28,2011-01-28,0000,2011-01-28,0015,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,,11000692,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-28,2011-01-28,0200,2011-01-28,0205,70,893261.76699999999,503552.82699999999
1239 DICKINSON DR,,11000700,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-21,2011-01-21,1438,2011-01-21,1438,76,892865.95600000001,503580.26199999999
1529 ALBENGA AV,,11000705,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-28,2011-01-28,1545,2011-01-28,1605,110,891783.19900000002,502422.848
1300 STANFORD DR,,11000712,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-01-28,2011-01-28,2045,2011-01-28,2045,,,
5501 SAN AMARO DR,BLK,11000730,1,FDD,FD SICK/INJURED PERSON,07U,2011-01-29,2011-01-29,1727,2011-01-29,1727,753,892533.75399999996,503430.52100000001
1231 DICKINSON DR,MT1207,11000734,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-30,2011-01-30,2330,2011-01-29,2340,70,893261.76699999999,503552.82699999999
1101 STANFORD DR,,11000736,1,ZOM,INTOXICATED PERSON,07U,2011-01-30,2011-01-30,0050,2011-01-30,0055,48,895121.18,504205.408
5185 PONCE DE LEON BLVD,,11000754,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-01-31,2011-01-31,1054,2011-01-31,1054,130,895341.32,504085.989
5150 BRUNSON DR,,11000768,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-01-31,2011-01-31,1310,2011-01-31,1545,22,894535.49300000002,505370.87
1239 DICKINSON DR,RT 1016,11000786,1,FDD,FD SICK/INJURED PERSON,07U,2011-02-01,2011-02-01,2320,2011-01-31,2355,73,892981.07499999995,503526.10499999998
1231 DICKINSON DR,,11000787,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-01,2011-02-01,2350,2011-01-31,2359,72,893156.39199999999,503434.00900000002
5800 SAN AMARO DR,BLK,11000799,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-02-01,2011-02-01,0000,2011-02-01,0000,,,
1306 STANFORD DR,,11000800,1,PRB,PROPERTY LOST,07U,2011-02-01,2011-02-01,1300,2011-01-31,1730,877,893741.54099999997,504436.81800000003
1211 DICKINSON DR,,11000811,1,TVE,THEFT OF BICYCLE,07U,2011-02-01,2011-02-01,1200,2011-01-16,0800,201,893698.95799999998,503637.74099999998
5030 BRUNSON DR,,11000813,1,ZOD,INCIDENT REPORT,07U,2011-02-01,2011-02-01,1432,2011-02-01,1526,19,894255.06599999999,505594.31900000002
5185 PONCE DE LEON BLVD,,11000818,1,THC,THEFT FROM MOTOR VEHICLE,07U,2011-02-01,2011-02-01,1715,2011-02-01,1747,605,895097.78700000001,504397.59700000001
1300 CAMPO SANO AV,BLK,11000823,2,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2011-02-02,2011-02-02,0113,2011-02-02,0113,,,
1300 CAMPO SANO AV,BLK,11000823,1,ZOB,WARRANT ARREST,07U,2011-02-02,2011-02-02,0113,2011-02-02,0113,,,
5665 PONCE DE LEON BLVD,,11000832,1,PRB,PROPERTY LOST,07U,2011-02-02,2011-02-02,0000,2011-01-22,0000,,,
1500 LEVANTE AV,BLK,11000833,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-02-02,2011-02-02,0000,2011-02-02,0000,,,
5665 PONCE DE LEON BLVD,425,11000846,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-02-02,2011-02-02,1500,2011-02-02,1510,123,893056.50699999998,501950.05499999999
6100 SAN AMARO DR,BLK,11000864,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-02-03,2011-02-03,0000,2011-02-03,0000,,,
5600 MERRICK WAY,21-R,11000867,1,FDD,FD SICK/INJURED PERSON,07U,2011-02-03,2011-02-03,0950,2011-02-03,0950,55,894213.16599999997,503867.28399999999
1320 CAMPO SANO AV,,11000877,1,TVE,THEFT OF BICYCLE,07U,2011-02-03,2011-02-03,1215,2011-02-03,1315,549,893519.65899999999,505776.60499999998
5665 PONCE DE LEON BLVD,,11000882,1,SCE,SIMPLE HARASSMENT,07U,2011-02-03,2011-02-03,1200,2011-02-02,1200,123,893056.50699999998,501950.05499999999
5050 BRUNSON DR,,11000886,1,THC,THEFT FROM MOTOR VEHICLE,07U,2011-02-03,2011-02-03,1200,2011-02-03,1650,800,894895.60100000002,505713.32500000001
1525 ALBENGA AV,,11000900,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-02-04,2011-02-04,0000,2011-02-04,0000,,,
1306 STANFORD DR,,11000911,1,FDD,FD SICK/INJURED PERSON,07U,2011-02-04,2011-02-04,1457,2011-02-04,1457,889,893849.723,504355.50400000002
5199 CARILLO ST/PISANO AV,,11000914,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-02-04,2011-02-04,0000,2011-02-04,0000,,,
6403 RED RD/SW 64TH ST,,11000924,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-02-04,2011-02-04,0000,2011-02-04,0000,,,
1239 DICKINSON DR,RT 309,11000925,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-05,2011-02-05,2250,2011-02-04,2250,73,892981.07499999995,503526.10499999998
5262 SAN AMARO DR/MEMORIAL DR,,11000930,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-05,2011-02-05,0925,2011-02-05,0925,286,892974.94400000002,504967.70199999999
1101 STANFORD DR,,11000944,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-05,2011-02-05,1900,2011-02-05,1905,48,895121.18,504205.408
1231 DICKINSON DR,PT 1102,11000948,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-05,2011-02-05,2330,2011-02-05,2330,71,893300.82700000005,503382.65600000002
1231 DICKINSON DR,,11000951,2,FDD,FD SICK/INJURED PERSON,07U,2011-02-06,2011-02-06,0405,2011-02-06,0415,71,893300.82700000005,503382.65600000002
1231 DICKINSON DR,,11000951,1,ZOM,INTOXICATED PERSON,07U,2011-02-06,2011-02-06,0405,2011-02-06,0415,71,893300.82700000005,503382.65600000002
1101 STANFORD DR,M534,11000961,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-06,2011-02-06,2010,2011-02-06,2020,129,895055.79700000002,504146.53700000001
1239 DICKINSON DR,,11000965,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-07,2011-02-07,2333,2011-02-06,2345,73,892981.07499999995,503526.10499999998
1111 MEMORIAL DR,,11000966,1,ZOA,TRESPASS WARNING,07U,2011-02-07,2011-02-07,0201,2011-02-07,0203,18,894105.66599999997,505505.27299999999
5185 PONCE DE LEON BLVD,659,11000967,1,FDD,FD SICK/INJURED PERSON,07U,2011-02-07,2011-02-07,0405,2011-02-07,0405,128,895168.85600000003,504274.32299999997
1239 DICKINSON DR,MD 601,11000969,1,SCE,SIMPLE HARASSMENT,07U,2011-02-07,2011-02-07,0130,2011-02-07,0445,74,892974.25199999998,503706.15500000003
5821 SAN AMARO DR,,11000991,1,VAB,VANDALISM TO VEHICLE,07U,2011-02-08,2011-02-08,1400,2011-02-07,1530,494,892238.924,502308.179
1311 MILLER DR,,11000992,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-02-07,2011-02-07,0000,2011-02-07,0000,,,
1306 STANFORD DR,,11000998,1,THK,THEFT OTHER,07U,2011-02-08,2011-02-08,1820,2011-02-07,2130,898,894030.95299999998,504302.9
1306 STANFORD DR,,11000999,2,FRL,FRAUD OTHER JURISDICTION,07U,2011-02-08,2011-02-08,2130,2011-02-08,0200,878,893889.96,504561.56300000002
1306 STANFORD DR,,11000999,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2011-02-08,2011-02-08,2130,2011-02-08,0200,878,893889.96,504561.56300000002
1231 DICKINSON DR,MT605,11001000,1,ZOJ,BAKER / MARCHMAN ACT,07U,2011-02-08,2011-02-08,0120,2011-02-08,0121,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,MT605,11001000,2,ZOA,TRESPASS WARNING,07U,2011-02-08,2011-02-08,0120,2011-02-08,0121,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,M605,11001001,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-08,2011-02-08,0300,2011-02-08,0300,81,892858.31700000004,503002.52299999999
5250 UNIVERSITY DR,,11001011,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-02-08,2011-02-08,0000,2011-02-08,0000,,,
5100 BRUNSON DR,,11001014,1,ZOD,INCIDENT REPORT,07U,2011-02-08,2011-02-08,1300,2011-02-04,1300,21,894413.07900000003,505459.51
1300 MEMORIAL DR,,11001016,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2011-02-08,2011-02-08,0000,2011-02-08,0000,,,
1575 LIGURIA AV,112,11001029,1,DIA,DISTURBANCE DOMESTIC,07U,2011-02-08,2011-02-08,0800,2011-02-08,0900,353,891498.64500000002,502456.56300000002
1231 DICKINSON DR,MT#603,11001034,1,FDD,FD SICK/INJURED PERSON,07U,2011-02-09,2011-02-09,0930,2011-02-09,0930,70,893261.76699999999,503552.82699999999
5615 PAVIA ST,,11001050,1,VEL,VEHICLE TRAFFIC CRASH,07U,2011-02-09,2011-02-09,0000,2011-02-09,0000,,,
5250 UNIVERSITY DR,RM 537,11001057,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-10,2011-02-10,0100,2011-02-10,0110,30,894450.64800000004,504671.13099999999
1239 DICKINSON DR,RT717,11001058,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2011-02-10,2011-02-10,0110,2011-02-10,0230,73,892981.07499999995,503526.10499999998
