Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
1252 MEMORIAL DR,,10000412,1,ZOD,INCIDENT REPORT,07U,2010-01-17,2010-01-17,1959,2010-01-17,1959,17,893876.15800000005,505263.125,,
1527 ALBENGA AV,,10000450,1,FDD,FD SICK/INJURED PERSON,07U,2010-01-18,2010-01-17,2325,2010-01-17,2325,110,891783.19900000002,502422.848,,
5615 PAVIA ST,,10000471,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-19,2010-01-19,1109,2010-01-19,1109,54,894485.30200000003,503768.17499999999,,
5185 PONCE DE LEON BLVD,,10000483,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-19,2010-01-19,1601,2010-01-19,1601,605,895097.78700000001,504397.59700000001,,
1101 STANFORD DR,,10000454,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-01-19,2010-01-19,0212,2010-01-19,0212,129,895055.79700000002,504146.53700000001,,
1101 STANFORD DR,,10000454,1,ZOM,INTOXICATED PERSON,07U,2010-01-19,2010-01-19,0212,2010-01-19,0212,129,895055.79700000002,504146.53700000001,,
1231 THEO DICKINSON DR,,10000455,2,FDD,FD SICK/INJURED PERSON,07U,2010-01-19,2010-01-18,2200,2010-01-19,2200,72,893156.39199999999,503434.00900000002,,
1231 THEO DICKINSON DR,,10000455,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-01-19,2010-01-18,2200,2010-01-19,2200,72,893156.39199999999,503434.00900000002,,
1231 THEO DICKINSON DR,,10000455,1,ZOM,INTOXICATED PERSON,07U,2010-01-19,2010-01-18,2200,2010-01-19,2200,72,893156.39199999999,503434.00900000002,,
1231 THEO DICKINSON DR,,10000456,1,ZOM,INTOXICATED PERSON,07U,2010-01-19,2010-01-19,0400,2010-01-19,0400,72,893156.39199999999,503434.00900000002,,
5250 UNIVERSITY DR,,10000473,1,PRB,PROPERTY LOST,07U,2010-01-19,2010-01-19,0755,2010-01-19,0755,401,894555.84499999997,503905.266,,
1111 MEMORIAL DR,,10000481,1,ZOD,INCIDENT REPORT,07U,2010-01-19,2010-01-19,0900,2010-01-19,0900,18,894105.66599999997,505505.27299999999,,
5183 PONCE DE LEON BLVD,,10000485,1,THC,THEFT FROM MOTOR VEHICLE,07U,2010-01-19,2010-01-18,0001,2010-01-18,0001,49,895569.78700000001,504323.94,,
5183 PONCE DE LEON BLVD,,10000485,1,THC,THEFT FROM MOTOR VEHICLE,07U,2010-01-19,2010-01-18,0001,2010-01-18,0001,49,895569.78700000001,504323.94,,
1575 LIGURIA AV,105A,10000488,1,ZOE,SUSPICIOUS INCIDENT,07U,2010-01-19,2010-01-19,0900,2010-01-19,0900,105,891500.13199999998,502206.99300000002,,
1241 THEO DICKINSON DR,,10000489,1,FDD,FD SICK/INJURED PERSON,07U,2010-01-19,2010-01-19,1915,2010-01-19,1915,81,892858.31700000004,503002.52299999999,,
1245 DAUER DR,,10000494,1,THK,THEFT OTHER,07U,2010-01-19,2010-01-19,2310,2010-01-19,2310,65,893424.071,502854.73300000001,,
1245 DAUER DR,,10000494,,THK,THEFT OTHER,07U,2010-01-19,2010-01-19,2310,2010-01-19,2310,65,893424.071,502854.73300000001,,
1245 DAUER DR,,10000494,1,THK,THEFT OTHER,07U,2010-01-19,2010-01-19,2310,2010-01-19,2310,65,893424.071,502854.73300000001,,
5185 PONCE DE LEON BLVD,P503,10000497,2,DIB,DISTURBANCE OTHER,07U,2010-01-20,2010-01-20,0100,2010-01-20,0100,128,895168.85600000003,504274.32299999997,,
5185 PONCE DE LEON BLVD,P503,10000497,1,VAA,VANDALISM TO STRUCTURE,07U,2010-01-20,2010-01-20,0100,2010-01-20,0100,128,895168.85600000003,504274.32299999997,,
5185 PONCE DE LEON BLVD,P503,10000497,1,ZOA,TRESPASS WARNING,07U,2010-01-20,2010-01-20,0100,2010-01-20,0100,128,895168.85600000003,504274.32299999997,,
5513 GEORGE E MERRICK ST,,10000486,1,FDD,FD SICK/INJURED PERSON,07U,2010-01-20,2010-01-19,1715,2010-01-19,1715,52,894509.60100000002,504011.56800000003,,
5600 GEORGE E MERRICK ST,21D,10000514,1,ZOA,TRESPASS WARNING,07U,2010-01-20,2010-01-20,1430,2010-01-20,1430,55,894213.16599999997,503867.28399999999,,
1241 THEO DICKINSON DR,,10000544,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-21,2010-01-21,1515,2010-01-21,1515,81,892858.31700000004,503002.52299999999,,
5665 PONCE DE LEON BLVD,,10000534,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-21,2010-01-21,0925,2010-01-21,0925,122,892871.05299999996,501865.95600000001,,
1241 THEO DICKINSON DR,,10000544,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-21,2010-01-21,1515,2010-01-21,1515,81,892858.31700000004,503002.52299999999,,
1231 THEO DICKINSON DR,,10000531,1,DIB,DISTURBANCE OTHER,07U,2010-01-21,2010-01-21,0329,2010-01-21,0329,72,893156.39199999999,503434.00900000002,,
5183 PONCE DE LEON BLVD,,10000537,1,THC,THEFT FROM MOTOR VEHICLE,07U,2010-01-21,2010-01-20,2230,2010-01-21,2230,49,895569.78700000001,504323.94,,
5183 PONCE DE LEON BLVD,,10000537,1,THC,THEFT FROM MOTOR VEHICLE,07U,2010-01-21,2010-01-20,2230,2010-01-21,2230,49,895569.78700000001,504323.94,,
1231 THEO DICKINSON DR,,10000559,1,ZOM,INTOXICATED PERSON,07U,2010-01-22,2010-01-22,0100,2010-01-22,0100,72,893156.39199999999,503434.00900000002,,
5850 SAN AMARO DR,103D,10000570,1,PRB,PROPERTY LOST,07U,2010-01-22,2010-01-22,1150,2010-01-22,1150,111,892024.495,502487.71799999999,,
5850 SAN AMARO DR,103D,10000570,1,PRB,PROPERTY LOST,07U,2010-01-22,2010-01-22,1150,2010-01-22,1150,111,892024.495,502487.71799999999,,
1239 THEO DICKINSON DR,,10000597,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-01-22,2010-01-22,2230,2010-01-22,2230,74,892974.25199999998,503706.15500000003,,
1239 THEO DICKINSON DR,114 RT,10000627,2,FDD,FD SICK/INJURED PERSON,07U,2010-01-24,2010-01-24,0511,2010-01-24,0511,73,892981.07499999995,503526.10499999998,,
1239 THEO DICKINSON DR,114 RT,10000627,1,ZOM,INTOXICATED PERSON,07U,2010-01-24,2010-01-24,0511,2010-01-24,0511,73,892981.07499999995,503526.10499999998,,
1301 MEMORIAL DR,,10000631,,ZOA,TRESPASS WARNING,07U,2010-01-24,2010-01-24,1002,2010-01-24,1002,7,893366.68200000003,505369.12400000001,,
1301 MEMORIAL DR,,10000631,1,ZOA,TRESPASS WARNING,07U,2010-01-24,2010-01-24,1002,2010-01-24,1002,7,893366.68200000003,505369.12400000001,,
1306 STANFORD DR,,10000632,1,FRB,FRAUD BY FALSE PRETENSE,07U,2010-01-24,2010-01-24,1219,2010-01-24,1219,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,10000632,1,FRB,FRAUD BY FALSE PRETENSE,07U,2010-01-24,2010-01-24,1219,2010-01-24,1219,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,200,10000654,1,ZOJ,BAKER / MARCHMAN ACT,07U,2010-01-25,2010-01-25,1054,2010-01-25,1054,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,200,10000654,1,ZOJ,BAKER / MARCHMAN ACT,07U,2010-01-25,2010-01-25,1054,2010-01-25,1054,31,893821.40300000005,504487.02600000001,,
5250 UNIVERSITY DR,,10000659,1,SCE,SIMPLE HARASSMENT,07U,2010-01-25,2010-01-25,1243,2010-01-25,1243,29,894302.49800000002,504669.35700000002,,
1101 STANFORD DR,,10000670,1,PRB,PROPERTY LOST,07U,2010-01-25,2010-01-21,1100,2010-01-22,1100,48,895121.18,504205.408,,
1241 THEO DICKINSON DR,,10000736,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-28,2010-01-28,1007,2010-01-28,1007,81,892858.31700000004,503002.52299999999,,
5821 HURRICANE DR,,10000735,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-28,2010-01-28,0915,2010-01-28,0915,,,,,
1241 THEO DICKINSON DR,,10000736,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-28,2010-01-28,1007,2010-01-28,1007,81,892858.31700000004,503002.52299999999,,
6000 SAN AMARO DR,,10000737,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-01-28,2010-01-28,1020,2010-01-28,1020,,,,,
1101 STANFORD DR,763,10000732,1,DIA,DISTURBANCE DOMESTIC,07U,2010-01-28,2010-01-28,0200,2010-01-28,0200,47,895051.522,504006.97100000002,,
5600 GEORGE E MERRICK ST,BLK,10000739,1,VAB,VANDALISM TO VEHICLE,07U,2010-01-28,2010-01-24,1520,2010-01-24,1520,370,894307.83499999996,504019.04700000002,,
5300 CARILLO ST,BLK,10000742,1,SCA,SIMPLE BATTERY,07U,2010-01-28,2010-01-28,1125,2010-01-28,1125,739,895279.88800000004,504900.38799999998,,
5665 PONCE DE LEON BLVD,,10000755,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-01-28,2010-01-28,2100,2010-01-28,2100,123,893056.50699999998,501950.05499999999,,
1585 ALBENGA AVE,108,10000760,1,DIA,DISTURBANCE DOMESTIC,07U,2010-01-29,2010-01-29,0245,2010-01-29,0245,105,891500.13199999998,502206.99300000002,,
1585 ALBENGA AVE,108,10000760,2,ZOA,TRESPASS WARNING,07U,2010-01-29,2010-01-29,0245,2010-01-29,0245,105,891500.13199999998,502206.99300000002,,
5815 PONCE DE LEON BLVD,,10000758,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-01-29,2010-01-29,0220,2010-01-29,0220,128,895168.85600000003,504274.32299999997,,
5500 SAN AMARO DR,,10000784,1,PRC,PROPERTY DAMAGED,07U,2010-01-29,2010-01-29,1100,2010-01-29,1100,816,892484.70499999996,503856.76299999998,,
1204 THEO DICKINSON DR,37K,10000788,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-01-29,2010-01-26,1529,2010-01-26,1529,61,893997.68799999997,503562.033,,
1204 THEO DICKINSON DR,37K,10000788,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-01-29,2010-01-26,1529,2010-01-26,1529,61,893997.68799999997,503562.033,,
1239 THEO DICKINSON DR,WT122,10000803,1,DIA,DISTURBANCE DOMESTIC,07U,2010-01-30,2010-01-30,0230,2010-01-30,0230,74,892974.25199999998,503706.15500000003,,
1101 STANFORD DR,633,10000829,1,XOP,ORDINANCE VIOLATION,07U,2010-01-30,2010-01-30,2300,2010-01-30,2300,131,895221.08200000005,503966.17599999998,,
1300 STANFORD DR,BLK,10000833,1,ZOA,TRESPASS WARNING,07U,2010-01-31,2010-01-31,0330,2010-01-31,0330,431,894146.33499999996,504536.40500000003,,
5821 SAN AMARO DR,,10000847,2,FDD,FD SICK/INJURED PERSON,07U,2010-02-01,2010-01-31,2335,2010-01-31,2335,,,,,
5821 SAN AMARO DR,,10000847,1,ZOM,INTOXICATED PERSON,07U,2010-02-01,2010-01-31,2335,2010-01-31,2335,,,,,
1311 MILLER DR,,10000854,1,ZOA,TRESPASS WARNING,07U,2010-02-01,2010-02-01,0844,2010-02-01,0844,,,,,
1300 MEMORIAL DR,,10000881,1,THK,THEFT OTHER,07U,2010-02-01,2010-02-01,2110,2010-02-01,2110,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10000881,1,THK,THEFT OTHER,07U,2010-02-01,2010-02-01,2110,2010-02-01,2110,16,893634.74199999997,505003.36800000002,,
5050 BRUNSON DR,,10000893,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-02,2010-02-02,1215,2010-02-02,1215,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,10000893,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-02,2010-02-02,1215,2010-02-02,1215,20,894420.18700000003,505665.27899999998,,
5915 PONCE DE LEON BLV,,10000886,1,THK,THEFT OTHER,07U,2010-02-02,2010-02-02,0735,2010-02-02,0735,,,,,
5250 UNIVERSITY DR,,10000895,1,PRB,PROPERTY LOST,07U,2010-02-02,2010-01-25,0830,2010-01-26,0830,,,,,
1100 STANFORD DR,,10000918,1,THK,THEFT OTHER,07U,2010-02-03,2010-02-01,0945,2010-02-01,0945,,,,,
1239 THEO DICKINSON DR,,10000947,1,PRB,PROPERTY LOST,07U,2010-02-03,2010-02-03,1710,2010-02-03,1710,,,,,
1239 THEO DICKINSON DR,,10000952,1,FDD,FD SICK/INJURED PERSON,07U,2010-02-04,2010-02-03,1100,2010-02-04,1100,,,,,
1300 MEMORIAL DR,,10000961,1,XOT,TRESPASSING,07U,2010-02-04,2010-02-04,0900,2010-02-04,0900,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10000961,,XOT,TRESPASSING,07U,2010-02-04,2010-02-04,0900,2010-02-04,0900,16,893634.74199999997,505003.36800000002,,
1231 THEO DICKINSON DR,MT304,10000967,,ZOD,INCIDENT REPORT,07U,2010-02-04,2010-02-04,1100,2010-02-04,1100,,,,,
1311 MILLER DR,G263,10000988,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-04,2010-01-08,0900,2010-01-08,0900,4,893165.28099999996,505230.32799999998,,
1200 STANFORD DR,,10001000,,ZOA,TRESPASS WARNING,07U,2010-02-04,2010-02-04,2100,2010-02-04,2100,438,894645.25800000003,503982.29499999998,,
1200 STANFORD DR,,10001000,,ZOD,INCIDENT REPORT,07U,2010-02-04,2010-02-04,2100,2010-02-04,2100,438,894645.25800000003,503982.29499999998,,
1101 STANFORD DR,,10001020,,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2010-02-05,2010-02-04,1700,2010-02-04,1700,129,895055.79700000002,504146.53700000001,,
1101 STANFORD DR,,10001020,,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2010-02-05,2010-02-04,1700,2010-02-04,1700,129,895055.79700000002,504146.53700000001,,
1101 STANFORD DR,,10001020,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-05,2010-02-04,1700,2010-02-04,1700,129,895055.79700000002,504146.53700000001,,
1321 MILLER DR,,10001030,,FDD,FD SICK/INJURED PERSON,07U,2010-02-05,2010-02-05,2000,2010-02-05,2000,32,893531.48600000003,504366.55300000001,,
1321 MILLER DR,,10001030,,ZOM,INTOXICATED PERSON,07U,2010-02-05,2010-02-05,2000,2010-02-05,2000,32,893531.48600000003,504366.55300000001,,
1231 THEO DICKINSON DR,,10001029,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-05,2010-02-05,2010,2010-02-05,2010,76,892865.95600000001,503580.26199999999,,
1239 THEO DICKINSON DR,W604,10001049,,FDD,FD SICK/INJURED PERSON,07U,2010-02-06,2010-02-06,0945,2010-02-06,0945,73,892981.07499999995,503526.10499999998,,
5801 SAN AMARO DR,,10001052,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-06,2010-02-06,1345,2010-02-06,1345,,893832.13199999998,505986.92200000002,,
1239 THEO DICKINSON DR,W716,10001055,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-06,2010-02-06,1400,2010-02-06,1400,73,892981.07499999995,503526.10499999998,,
1241 THEO DICKINSON DR,,10001058,1,TVE,THEFT OF BICYCLE,07U,2010-02-06,2010-02-06,1510,2010-02-06,1510,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001058,,TVE,THEFT OF BICYCLE,07U,2010-02-06,2010-02-06,1510,2010-02-06,1510,81,892858.31700000004,503002.52299999999,,
1101 STANFORD DR,533,10001067,,BUA,BURGLARY RESIDENTIAL,07U,2010-02-06,2010-02-06,1500,2010-02-06,1500,131,895221.08200000005,503966.17599999998,,
1101 STANFORD DR,533,10001067,,THM,THEFT FROM BURGLARY,07U,2010-02-06,2010-02-06,1500,2010-02-06,1500,131,895221.08200000005,503966.17599999998,,
1239 THEO DICKINSON DR,WT 522,10001042,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-06,2010-02-06,0315,2010-02-06,0315,73,892981.07499999995,503526.10499999998,,
1231 THEO DICKINSON DR,PT806,10001044,,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2010-02-06,2010-02-06,0244,2010-02-06,0244,71,893300.82700000005,503382.65600000002,,
1231 THEO DICKINSON DR,PT806,10001044,,FDD,FD SICK/INJURED PERSON,07U,2010-02-06,2010-02-06,0244,2010-02-06,0244,71,893300.82700000005,503382.65600000002,,
1231 THEO DICKINSON DR,PT806,10001044,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-06,2010-02-06,0244,2010-02-06,0244,71,893300.82700000005,503382.65600000002,,
5185 PONCE DE LEON BLVD,,10001077,,THK,THEFT OTHER,07U,2010-02-07,2010-02-05,1900,2010-02-05,1900,128,895168.85600000003,504274.32299999997,,
1231 THEO DICKINSON DR,MT312,10001079,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-07,2010-02-07,1140,2010-02-07,1140,70,893261.76699999999,503552.82699999999,,
1101 STANFORD DR,120,10001085,,FDD,FD SICK/INJURED PERSON,07U,2010-02-07,2010-02-07,1850,2010-02-07,1850,131,895221.08200000005,503966.17599999998,,
5202 UNIVERSITY DR,,10001087,1,ZOD,INCIDENT REPORT,07U,2010-02-08,2010-02-08,0115,2010-02-08,0115,27,894455.40899999999,504947.43699999998,,
5202 UNIVERSITY DR,,10001087,,ZOD,INCIDENT REPORT,07U,2010-02-08,2010-02-08,0115,2010-02-08,0115,27,894455.40899999999,504947.43699999998,,
1231 THEO DICKINSON DR,,10001088,,FDD,FD SICK/INJURED PERSON,07U,2010-02-08,2010-02-08,0512,2010-02-08,0512,72,893156.39199999999,503434.00900000002,,
1231 THEO DICKINSON DR,,10001088,,ZOM,INTOXICATED PERSON,07U,2010-02-08,2010-02-08,0512,2010-02-08,0512,72,893156.39199999999,503434.00900000002,,
1190 S DIXIE HWY,,10001106,,FRC,FRAUD BY CONFIDENCE GAME,07U,2010-02-08,2010-01-11,1000,2010-01-13,1000,,,,,
1239 THEO DICKINSON DR,,10001121,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-08,2010-02-08,1800,2010-02-08,1800,76,892865.95600000001,503580.26199999999,,
1231 THEO DICKINSON DR,PT1209,10001136,,PRB,PROPERTY LOST,07U,2010-02-09,2010-02-07,2200,2010-02-07,2200,71,893300.82700000005,503382.65600000002,,
1203 WILLIAM E WALSH AV,41A,10001147,1,XOT,TRESPASSING,07U,2010-02-09,2010-02-09,1530,2010-02-09,1530,58,894141.21200000006,503428.23700000002,,
1203 WILLIAM E WALSH AV,41A,10001147,,XOT,TRESPASSING,07U,2010-02-09,2010-02-09,1530,2010-02-09,1530,58,894141.21200000006,503428.23700000002,,
1203 WILLIAM E WALSH AV,41A,10001147,2,ZOA,TRESPASS WARNING,07U,2010-02-09,2010-02-09,1530,2010-02-09,1530,58,894141.21200000006,503428.23700000002,,
1203 WILLIAM E WALSH AV,41A,10001147,,ZOA,TRESPASS WARNING,07U,2010-02-09,2010-02-09,1530,2010-02-09,1530,58,894141.21200000006,503428.23700000002,,
1231 THEO DICKINSON DR,P706,10001183,,FDD,FD SICK/INJURED PERSON,07U,2010-02-10,2010-02-10,0011,2010-02-10,0011,71,893300.82700000005,503382.65600000002,,
1101 STANFORD DR,M525,10001155,,ZOI,SUICIDE ATTEMPT / THREATS,07U,2010-02-10,2010-02-10,0100,2010-02-10,0100,131,895221.08200000005,503966.17599999998,,
1101 STANFORD DR,M525,10001155,,ZOJ,BAKER / MARCHMAN ACT,07U,2010-02-10,2010-02-10,0100,2010-02-10,0100,131,895221.08200000005,503966.17599999998,,
1231 THEO DICKINSON DR,MT1020,10001159,,PRB,PROPERTY LOST,07U,2010-02-10,2010-02-08,2000,2010-02-09,2000,71,893300.82700000005,503382.65600000002,,
1211 THEO DICKINSON DR,,10001163,,ZOA,TRESPASS WARNING,07U,2010-02-10,2010-02-10,1130,2010-02-10,1130,72,893156.39199999999,503434.00900000002,,
1244 STANFORD DR,,10001166,1,ZOA,TRESPASS WARNING,07U,2010-02-10,2010-02-10,1400,2010-02-10,1400,45,895022.70700000005,504471.212,,
1244 STANFORD DR,,10001166,,ZOA,TRESPASS WARNING,07U,2010-02-10,2010-02-10,1400,2010-02-10,1400,45,895022.70700000005,504471.212,,
5250 UNIVERSITY DR,,10001179,,THG,THEFT FROM COIN OPERATED MACHINE,07U,2010-02-10,2010-02-10,1500,2010-02-10,1500,30,894450.64800000004,504671.13099999999,,
1306 STANFORD DR,,10001182,1,XOT,TRESPASSING,07U,2010-02-10,2010-02-10,2059,2010-02-10,2059,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,10001182,,XOT,TRESPASSING,07U,2010-02-10,2010-02-10,2059,2010-02-10,2059,31,893821.40300000005,504487.02600000001,,
1245 DAUER DR,,10001184,1,FDD,FD SICK/INJURED PERSON,07U,2010-02-11,2010-02-11,0029,2010-02-11,0029,65,893424.071,502854.73300000001,,
1245 DAUER DR,,10001184,,FDD,FD SICK/INJURED PERSON,07U,2010-02-11,2010-02-11,0029,2010-02-11,0029,65,893424.071,502854.73300000001,,
5202 UNIVERSITY DR,,10001190,1,FDC,FD OTHER FIRE,07U,2010-02-11,2010-02-11,0920,2010-02-11,0920,27,894455.40899999999,504947.43699999998,,
5202 UNIVERSITY DR,,10001190,,FDC,FD OTHER FIRE,07U,2010-02-11,2010-02-11,0920,2010-02-11,0920,27,894455.40899999999,504947.43699999998,,
1111 MEMORIAL DR,,10001217,1,VAC,VANDALISM TO PROPERTY,07U,2010-02-11,2010-02-11,1650,2010-02-11,1650,18,894105.66599999997,505505.27299999999,,
1111 MEMORIAL DR,,10001217,,VAC,VANDALISM TO PROPERTY,07U,2010-02-11,2010-02-11,1650,2010-02-11,1650,18,894105.66599999997,505505.27299999999,,
1300 MEMORIAL DR,,10001228,1,ZOE,SUSPICIOUS INCIDENT,07U,2010-02-11,2010-02-11,1930,2010-02-11,1930,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001228,,ZOE,SUSPICIOUS INCIDENT,07U,2010-02-11,2010-02-11,1930,2010-02-11,1930,16,893634.74199999997,505003.36800000002,,
5030 BRUNSON DR,217,10001218,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-12,2010-01-25,1500,2010-01-27,1500,19,894255.06599999999,505594.31900000002,,
5030 BRUNSON DR,217,10001218,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-12,2010-01-25,1500,2010-01-27,1500,19,894255.06599999999,505594.31900000002,,
5030 BRUNSON DR,217,10001220,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-12,2010-01-23,0900,2010-01-30,0900,19,894255.06599999999,505594.31900000002,,
